"district","school","county","grades","students","teachers","computer","expenditure","income","english"
"75119","Sunol Glen Unified","Alameda","KK-08",195,10.8999996185303,67,6384.9111328125,22.6900005340576,0
"61499","Manzanita Elementary","Butte","KK-08",240,11.1499996185303,101,5099.380859375,9.82400035858154,4.58333349227905
"61549","Thermalito Union Elementary","Butte","KK-08",1550,82.9000015258789,169,5501.95458984375,8.97799968719482,30.0000019073486
"61457","Golden Feather Union Elementary","Butte","KK-08",243,14,85,7101.8310546875,8.97799968719482,0
"61523","Palermo Union Elementary","Butte","KK-08",1335,71.5,171,5235.98779296875,9.08033275604248,13.8576774597168
"62042","Burrel Union Elementary","Fresno","KK-08",137,6.40000009536743,25,5580.14697265625,10.414999961853,12.4087591171265
"68536","Holt Union Elementary","San Joaquin","KK-08",195,10,28,5253.3310546875,6.5770001411438,68.7179489135742
"63834","Vineland Elementary","Kern","KK-08",888,42.5,66,4565.74609375,8.17399978637695,46.9594612121582
"62331","Orange Center Elementary","Fresno","KK-08",379,19,35,5355.54833984375,7.38500022888184,30.0791568756104
"67306","Del Paso Heights Elementary","Sacramento","KK-06",2247,108,0,5036.21142578125,11.6133327484131,40.2759208679199
"65722","Le Grand Union Elementary","Merced","KK-08",446,21,86,4547.6923828125,8.93099975585938,52.9147987365723
"62174","West Fresno Elementary","Fresno","KK-08",987,47,56,5447.34521484375,7.38500022888184,54.6099319458008
"71795","Allensworth Elementary","Tulare","KK-08",103,5,25,6567.1494140625,5.33500003814697,42.7184448242188
"72181","Sunnyside Union Elementary","Tulare","KK-08",487,24.3400001525879,0,4818.61279296875,8.2790002822876,20.5338802337646
"72298","Woodville Elementary","Tulare","KK-08",649,36,31,5621.4560546875,9.63000011444092,80.1232604980469
"72041","Pixley Union Elementary","Tulare","KK-08",852,42.0699996948242,80,6026.35986328125,7.4539999961853,49.413143157959
"63594","Lost Hills Union Elementary","Kern","KK-08",491,28.9200000762939,100,6723.23779296875,6.21600008010864,85.5397186279297
"63370","Buttonwillow Union Elementary","Kern","KK-08",421,25.5,50,5589.88525390625,7.76399993896484,58.9073638916016
"64709","Lennox Elementary","Los Angeles","KK-08",6880,303.029998779297,960,5064.61572265625,7.02199983596802,77.0058135986328
"63560","Lamont Elementary","Kern","KK-08",2688,135,139,5433.59326171875,5.69899988174438,49.8139877319336
"63230","Westmorland Union Elementary","Imperial","KK-08",440,24,69,5725.5634765625,7.94099998474121,40.6818199157715
"72058","Pleasant View Elementary","Tulare","KK-08",475,21,53,4542.10498046875,9.63000011444092,16.2105255126953
"63842","Wasco Union Elementary","Kern","KK-08",2538,130.5,169,5107.08642578125,7.40500020980835,45.0748634338379
"71811","Alta Vista Elementary","Tulare","KK-08",476,19,0,4659.66162109375,9.63000011444092,39.0756301879883
"65748","Livingston Union Elementary","Merced","KK-08",2357,114,216,4555.46435546875,8.01900005340576,76.6652526855469
"72272","Woodlake Union Elementary","Tulare","KK-08",1588,85,198,5415.15283203125,8.52299976348877,40.4911842346191
"65961","Alisal Union Elementary","Monterey","KK-06",7306,319.799987792969,742,4997.87158203125,7.98318147659302,73.7202301025391
"63313","Arvin Union Elementary","Kern","KK-08",2601,135,269,5223.912109375,7.30499982833862,70.0115356445312
"72199","Terra Bella Union Elementary","Tulare","KK-08",847,44,67,5139.16455078125,8.93400001525879,55.962215423584
"72215","Tipton Elementary","Tulare","KK-08",452,22,55,4614.251953125,8.55399990081787,11.0619468688965
"68379","San Ysidro Elementary","San Diego","KK-08",4142,201,569,5342.2333984375,6.61299991607666,80.4200897216797
"75440","Soledad Unified","Monterey","KK-08",2102,99.75,224,5347.45849609375,12.4090003967285,63.1303558349609
"64816","Mountain View Elementary","Los Angeles","KK-08",10012,464.899993896484,721,5036.458984375,8.12661552429199,65.1218566894531
"66050","King City Union Elementary","Monterey","KK-08",2488,125,202,5117.1416015625,11.4309997558594,53.4164009094238
"67819","Ontario-Montclair Elementary","San Bernardino","KK-08",25151,1186.69995117188,1713,5117.03955078125,11.722225189209,49.823070526123
"64758","Los Nietos Elementary","Los Angeles","KK-08",2267,103.680000305176,177,5272.19189453125,11.3325004577637,35.4653701782227
"65870","Winton Elementary","Merced","KK-08",1657,90.4000015258789,204,5225.71923828125,9.59799957275391,56.1255264282227
"62380","Raisin City Elementary","Fresno","KK-08",284,17.5,18,6516.533203125,14.5579996109009,32.3943672180176
"68999","Ravenswood City Elementary","San Mateo","KK-08",5370,280,562,4559.1767578125,22.0599994659424,65.5121002197266
"63578","Richland-Lerdo Union Elementary","Kern","KK-08",2471,121.860000610352,275,5119.158203125,9.70899963378906,53.0554428100586
"72538","Oxnard Elementary","Ventura","KK-08",15386,669.359985351562,1762,5338.185546875,11.4829444885254,49.6425323486328
"65680","El Nido Elementary","Merced","KK-08",184,9,40,5090.044921875,8.17800045013428,45.1086959838867
"63461","Fairfax Elementary","Kern","KK-08",1217,61.4000015258789,78,5485.49609375,8.17399978637695,30.3204593658447
"63404","Delano Union Elementary","Kern","KK-08",6219,268,571,4793.3701171875,7.5,52.2431259155273
"67199","Perris Elementary","Riverside","KK-06",4258,221,324,5092.91748046875,10.0504999160767,36.8013153076172
"65078","Valle Lindo Elementary","Los Angeles","KK-08",1235,53,175,4359.52099609375,7.33199977874756,30.2833995819092
"69369","Alum Rock Union Elementary","Santa Clara","KK-08",16244,766.650024414062,1423,5645.49560546875,12.5815773010254,49.8645668029785
"63438","Edison Elementary","Kern","KK-08",814,39,85,4518.01611328125,15.1770000457764,13.7592134475708
"63321","Bakersfield City Elementary","Kern","KK-08",27176,1429,3324,5864.3662109375,12.1091279983521,28.8637046813965
"69450","Franklin-McKinley Elementary","Santa Clara","KK-08",10696,487.970001220703,1306,5257.99658203125,11.7849998474121,52.8047866821289
"64592","Hawthorne Elementary","Los Angeles","KK-08",8935,444.5,786,5016.6923828125,14.0620002746582,44.0850601196289
"65193","Chowchilla Elementary","Madera","KK-08",1600,74.5,242,4720.08642578125,10.4720001220703,35.25
"66142","Salinas City Elementary","Monterey","KK-06",9028,449.920013427734,669,5470.5625,13.4051170349121,37.4944610595703
"69120","Santa Maria-Bonita Elementary","Santa Barbara","KK-08",10625,521.469970703125,896,5615.44189453125,12.3017997741699,50.3905906677246
"65110","Whittier City Elementary","Los Angeles","KK-08",7151,318.579986572266,560,5245.43994140625,15.404070854187,31.0725784301758
"64477","Eastside Union Elementary","Los Angeles","KK-08",2404,105,202,4838.17529296875,13.7620000839233,18.2612323760986
"64691","Lawndale Elementary","Los Angeles","KK-08",5804,283.149993896484,480,5367.98828125,14.1840000152588,34.7002067565918
"67421","Robla Elementary","Sacramento","KK-06",2253,112.650001525879,196,5526.23681640625,8.86499977111816,33.288948059082
"66191","Santa Rita Union Elementary","Monterey","KK-08",2807,126.120002746582,152,4353.01953125,12.9969997406006,33.4877090454102
"72561","Rio Elementary","Ventura","KK-08",3074,142.550003051758,249,5034.2900390625,11.5920000076294,38.1587524414062
"72157","Strathmore Union Elementary","Tulare","KK-08",723,37.1199989318848,45,4692.49365234375,8.2790002822876,36.9294624328613
"67397","North Sacramento Elementary","Sacramento","KK-06",5138,290.774993896484,560,5606.78173828125,10.9056425094604,32.9894905090332
"66423","Anaheim Elementary","Orange","KK-06",20927,953.5,1048,4969.1806640625,13.4006252288818,58.2166557312012
"63974","Lemoore Union Elementary","Kings","KK-08",3017,138.5,496,4675.6748046875,11.081000328064,17.0036468505859
"63875","Armona Union Elementary","Kings","KK-08",957,50,149,5306.1328125,9.08199977874756,17.6593532562256
"63339","Beardsley Elementary","Kern","KK-08",1639,90.5,287,5693.88330078125,13.3900003433228,7.32153749465942
"65037","South Whittier Elementary","Los Angeles","KK-08",4340,209.839996337891,284,5181.57958984375,14.6016254425049,31.1981563568115
"63917","Hanford Elementary","Kings","KK-08",5079,224.5,585,5228.65087890625,11.1160001754761,16.6174449920654
"68221","National Elementary","San Diego","KK-06",6639,304.730010986328,505,5339.39111328125,8.42300033569336,58.0810356140137
"70904","Roseland Elementary","Sonoma","KK-06",1154,62.0999984741211,129,6056.4970703125,11.664999961853,55.8925437927246
"63420","Di Giorgio Elementary","Kern","KK-08",237,11,13,4845.68017578125,7.30499982833862,5.48523235321045
"64642","Keppel Union Elementary","Los Angeles","KK-08",2987,141.210006713867,273,4826.666015625,13.7305994033813,14.4291934967041
"63966","Lakeside Union Elementary","Kings","KK-08",499,30,94,5367.09033203125,11.1160001754761,22.8456916809082
"65771","Merced City Elementary","Merced","KK-08",11474,542.650024414062,1248,5742.73291015625,10.3644285202026,38.7833366394043
"69203","Guadalupe Union Elementary","Santa Barbara","KK-08",1088,55,107,4136.2509765625,6.98299980163574,64.2463226318359
"67694","Cucamonga Elementary","San Bernardino","KK-08",2660,140.119995117188,259,5267.8310546875,14.4678001403809,25.225564956665
"61705","Knightsen Elementary","Contra Costa","KK-08",353,19.9799995422363,8,5238.39208984375,14.6529998779297,5.38243627548218
"63008","Rio Dell Elementary","Humboldt","KK-08",329,18.5300006866455,37,5462.8994140625,10.628999710083,6.07902765274048
"70417","Montague Elementary","Siskiyou","KK-08",252,16.5,32,6313.37353515625,9.7810001373291,0
"70409","McCloud Union Elementary","Siskiyou","KK-08",175,12.5,31,6653.03076171875,10.6560001373291,0
"72587","Santa Paula Elementary","Ventura","KK-08",3835,186.199996948242,897,5533.1494140625,11.9379997253418,34.8891792297363
"62539","West Park Elementary","Fresno","KK-08",314,19.25,8,6118.71044921875,7.38500022888184,13.0573244094849
"65631","Atwater Elementary","Merced","KK-08",4458,211,445,5098.626953125,10.6759996414185,36.0251235961914
"65862","Weaver Union Elementary","Merced","KK-08",1313,75.0800018310547,112,5652.87890625,9.97200012207031,34.6534652709961
"62356","Pacific Union Elementary","Fresno","KK-08",474,26.5,36,5329.00244140625,8.25800037384033,28.6919822692871
"75051","Lucerne Valley Unified","San Bernardino","KK-08",1114,57.7000007629395,277,5929.80908203125,8.89599990844727,1.79533219337463
"67231","Romoland Elementary","Riverside","KK-06",1358,65,178,4897.06787109375,12.0620002746582,30.6332855224609
"64501","El Monte City Elementary","Los Angeles","KK-08",11629,546.299987792969,1015,5100.2021484375,9.42889499664307,59.0334548950195
"63503","Greenfield Union Elementary","Kern","KK-08",6195,306.75,1261,4825.72265625,8.92033290863037,13.5593223571777
"72033","Palo Verde Union Elementary","Tulare","KK-08",499,20,35,4079.12915039062,10.0979995727539,5.01001977920532
"67322","Elverta Joint Elementary","Sacramento","KK-08",417,23,27,5349.36767578125,11.8299999237061,0.95923262834549
"64048","Lucerne Elementary","Lake","KK-08",300,15,55,5869.38916015625,11.5530004501343,0.666666686534882
"69542","Luther Burbank Elementary","Santa Clara","KK-08",457,24.3999996185303,50,6462.1279296875,19.7070007324219,38.512035369873
"61382","Bangor Union Elementary","Butte","KK-08",146,8,34,6231.6015625,7.10500001907349,0
"68858","Bayshore Elementary","San Mateo","KK-08",460,24.2199993133545,71,4993.86767578125,13.7250003814697,17.1739139556885
"72017","Oak Valley Union Elementary","Tulare","KK-08",354,17.7999992370605,28,4663.81103515625,10.0979995727539,9.88700580596924
"65151","Wilsona Elementary","Los Angeles","KK-08",1841,95,315,6107.1064453125,13.7620000839233,19.3916358947754
"63073","Brawley Elementary","Imperial","KK-08",3760,183.75,717,5324.22802734375,9.66499996185303,36.4893608093262
"63198","Meadows Union Elementary","Imperial","KK-08",500,22.4300003051758,70,5221.4609375,10.2639999389648,39.3999977111816
"64717","Little Lake City Elementary","Los Angeles","KK-08",5112,246.899993896484,383,5157.78466796875,11.5692005157471,28.6776218414307
"63719","Pond Union Elementary","Kern","KK-08",146,7.65999984741211,28,5131.119140625,7.40500020980835,13.6986303329468
"63800","Taft City Elementary","Kern","KK-08",2141,105.819999694824,134,5279.35400390625,12.0769996643066,11.3498363494873
"71357","Brittan Elementary","Sutter","KK-08",610,30.9799995422363,144,4704.0439453125,11.2829999923706,3.44262313842773
"65557","Arena Union Elementary","Mendocino","KK-08",337,16.5499992370605,26,6089.91064453125,10.0349998474121,15.4302673339844
"67587","Adelanto Elementary","San Bernardino","KK-08",4501,227.850006103516,597,5356.83349609375,8.38399982452393,17.973783493042
"67470","Hollister School District","San Benito","KK-08",5718,295.049987792969,313,5144.54931640625,13.6300001144409,22.7177333831787
"64857","Palmdale Elementary","Los Angeles","KK-08",19402,846.380004882812,1182,4906.22998046875,14.127667427063,18.4362449645996
"61507","Oroville City Elementary","Butte","KK-08",3401,175.550003051758,560,5489.5888671875,11.2661247253418,16.1717147827148
"63792","Standard Elementary","Kern","KK-08",2621,136.830001831055,397,5718.55126953125,13.3900003433228,2.02212882041931
"72447","Briggs Elementary","Ventura","KK-08",426,20,87,4436.15283203125,11.9379997253418,9.62441349029541
"62323","Monroe Elementary","Fresno","KK-08",205,11.1999998092651,24,4895.439453125,8.25800037384033,41.4634132385254
"64667","Lancaster Elementary","Los Angeles","KK-08",13668,648.409973144531,1321,5159.21875,14.2267274856567,9.89903450012207
"65177","Alview-Dairyland Union Elementary","Madera","KK-08",342,18.2000007629395,98,5490.65478515625,10.4720001220703,16.0818710327148
"66589","Magnolia Elementary","Orange","KK-06",6518,332.100006103516,499,5172.01953125,14.2429008483887,43.4949378967285
"71985","Liberty Elementary","Tulare","KK-08",239,12.1999998092651,30,4441.6728515625,14.0659999847412,8.78661060333252
"69617","Mt. Pleasant Elementary","Santa Clara","KK-08",2911,139.470001220703,281,5220.3701171875,15.9680004119873,39.0243873596191
"63123","El Centro Elementary","Imperial","KK-08",6272,297.040008544922,1338,5252.810546875,10.2639999389648,53.8903045654297
"68395","South Bay Union Elementary","San Diego","KK-06",10218,508.75,1435,5518.7021484375,10.6024703979492,41.1332931518555
"69914","Cascade Union Elementary","Shasta","KK-08",1735,87.1399993896484,222,5609.48779296875,10.5229997634888,1.38328528404236
"71969","Kings River Union Elementary","Tulare","KK-08",474,26.6100006103516,96,4945.03173828125,11.2379999160767,35.4430389404297
"71548","Gerber Union Elementary","Tehama","KK-08",544,30,145,5223.025390625,10.0559997558594,8.63970565795898
"71910","Exeter Union Elementary","Tulare","KK-08",1987,103.370002746582,283,4757.025390625,11.1829996109009,15.3497743606567
"62000","American Union Elementary","Fresno","KK-08",418,22.3999996185303,50,5522.16162109375,7.38500022888184,19.8564586639404
"66167","San Antonio Union Elementary","Monterey","KK-08",196,10,40,6087.60888671875,13.5790004730225,3.06122446060181
"71837","Burton Elementary","Tulare","KK-08",2208,114.5,92,4960.515625,9.63000011444092,9.87318801879883
"67157","Nuview Union Elementary","Riverside","KK-08",1255,55,165,4880.04052734375,15.2740001678467,16.0956172943115
"70615","Bellevue Union Elementary","Sonoma","KK-06",1469,78.0999984741211,65,6538.41796875,14.0342502593994,43.4989776611328
"64550","Garvey Elementary","Los Angeles","KK-08",7114,332.839996337891,680,4925.65966796875,10.2396669387817,45.0379524230957
"71498","Corning Union Elementary","Tehama","KK-08",1962,98,170,5204.6875,9.48499965667725,18.1957187652588
"68916","Jefferson Elementary","San Mateo","KK-08",7761,361,658,4907.41064453125,15.0298748016357,15.4876947402954
"70185","Big Springs Union Elementary","Siskiyou","KK-08",216,14,47,5923.45166015625,9.7810001373291,0.92592591047287
"63487","General Shafter Elementary","Kern","KK-08",224,10,31,4741.95703125,13.1920003890991,7.5892858505249
"71308","Turlock Joint Elementary","Stanislaus","KK-08",7887,391.859985351562,1004,4954.01953125,12.2159996032715,29.0858383178711
"72421","Twain Harte-Long Barn Union Elementary","Tuolumne","KK-08",752,39.5,0,5500.10791015625,14.076000213623,0.132978722453117
"69005","Redwood City Elementary","San Mateo","KK-08",9328,537.880004882812,1719,5360.51708984375,25.4873332977295,50.8576316833496
"61846","Camino Union Elementary","El Dorado","KK-08",548,32.2000007629395,35,5685.63916015625,14.8669996261597,11.4963502883911
"65813","Plainsburg Union Elementary","Merced","KK-08",104,5,19,5594.1962890625,9.97200012207031,13.4615392684937
"68486","Banta Elementary","San Joaquin","KK-08",275,13,4,4692.56689453125,14.5780000686646,4.72727251052856
"62513","Washington Colony Elementary","Fresno","KK-08",443,24,52,5085.40625,7.38500022888184,21.444694519043
"67405","Rio Linda Union Elementary","Sacramento","KK-06",10337,540.049987792969,1268,5456.197265625,12.3430004119873,12.3536806106567
"71050","Chatom Union Elementary","Stanislaus","KK-08",806,41.5299987792969,36,5105.1796875,12.4313325881958,30.1488838195801
"73726","Merced River Union Elementary","Merced","KK-08",227,11.6000003814697,25,5519.67724609375,14.9060001373291,15.8590297698975
"72462","Hueneme Elementary","Ventura","KK-08",8416,391.420013427734,1333,5065.9111328125,12.6698999404907,43.75
"62737","Cuddeback Union Elementary","Humboldt","KK-08",149,8.5,30,5182.42822265625,10.3330001831055,0
"62703","Blue Lake Union Elementary","Humboldt","KK-08",220,13.3900003433228,48,5960.46435546875,11.9720001220703,0
"68205","Lemon Grove Elementary","San Diego","KK-08",4612,232.970001220703,601,5124.83642578125,12.8269996643066,16.6522121429443
"64063","Upper Lake Union Elementary","Lake","KK-08",590,34.3300018310547,71,5655.13330078125,10.039999961853,3.22033905982971
"62984","Peninsula Union Elementary","Humboldt","KK-08",133,7.55000019073486,25,5811.68994140625,13.335000038147,0
"72512","Ocean View Elementary","Ventura","KK-08",2440,121.23999786377,116,5467.673828125,9.85400009155273,48.5245895385742
"71647","Reeds Creek Elementary","Tehama","KK-08",133,6,0,5213.08935546875,11.4259996414185,0.751879692077637
"67280","Arcohe Union Elementary","Sacramento","KK-08",519,26,65,4613.1875,15.1309995651245,1.92678236961365
"68627","New Jerusalem Elementary","San Joaquin","KK-08",222,11.6599998474121,30,4886.98388671875,14.5780000686646,13.5135126113892
"70243","Dunsmuir Elementary","Siskiyou","KK-08",285,18.7199993133545,36,6455.13671875,10.2679996490479,0
"71282","Stanislaus Union Elementary","Stanislaus","KK-08",3129,147.979995727539,471,5125.43310546875,15.5928573608398,16.7146053314209
"62240","Kingsburg Joint Union Elementary","Fresno","KK-08",2019,102.779998779297,167,5193.6923828125,11.2379999160767,5.94353628158569
"66456","Buena Park Elementary","Orange","KK-08",5620,267,316,5002.8388671875,15.0513753890991,36.1743774414062
"66746","Westminster Elementary","Orange","KK-08",9775,484.5,1218,5337.62548828125,15.4131765365601,44.971866607666
"63933","Island Union Elementary","Kings","KK-08",246,11.5,38,5161.2021484375,11.081000328064,16.6666679382324
"72231","Tulare City Elementary","Tulare","KK-08",7210,360.350006103516,800,5158.7919921875,10.0979995727539,15.1872396469116
"68023","Chula Vista Elementary","San Diego","KK-06",21338,1051.57995605469,2889,5123.47412109375,14.2982997894287,34.3377990722656
"69880","Black Butte Union Elementary","Shasta","KK-08",477,27,27,5782.5439453125,11.8030004501343,0
"65763","McSwain Union Elementary","Merced","KK-08",727,39.9000015258789,50,4842.60791015625,9.97200012207031,13.0673999786377
"71381","Franklin Elementary","Sutter","KK-08",374,18.4500007629395,46,4219.40625,15.4090003967285,4.27807474136353
"68098","Escondido Union Elementary","San Diego","KK-08",18255,903.760009765625,2001,5081.169921875,15.2937994003296,39.5946311950684
"64485","East Whittier City Elementary","Los Angeles","KK-08",8787,410.910003662109,1058,5144.99365234375,15.5329284667969,21.6683731079102
"73544","Rio Bravo-Greeley Union Elementary","Kern","KK-08",797,38,60,4674.298828125,16.2929992675781,3.2622332572937
"71407","Marcum-Illinois Union Elementary","Sutter","KK-08",140,7,40,4830.326171875,12.875,7.85714292526245
"68437","Vallecitos Elementary","San Diego","KK-08",235,13.6999998092651,51,5621.68798828125,16.6229991912842,39.5744667053223
"67918","Victor Elementary","San Bernardino","KK-06",8294,371.100006103516,1295,4948.8681640625,12.5498828887939,10.1278028488159
"66696","Savanna Elementary","Orange","KK-06",2409,108.660003662109,354,5100.9755859375,14.2585716247559,27.5217914581299
"71001","West Side Union Elementary","Sonoma","KK-06",150,8.25,16,5132.78857421875,18.326000213623,14
"69971","Enterprise Elementary","Shasta","KK-08",3981,210,606,5358.51708984375,12.7491426467896,8.84200000762939
"71621","Red Bluff Union Elementary","Tehama","KK-08",2326,117.800003051758,345,5149.1865234375,11.4259996414185,6.40584659576416
"72363","Jamestown Elementary","Tuolumne","KK-08",501,30.5,163,5373.20654296875,8.82999992370605,2.39520978927612
"70482","Weed Union Elementary","Siskiyou","KK-08",470,28.2700004577637,48,6485.166015625,11.1759996414185,5.95744705200195
"63032","South Bay Union Elementary","Humboldt","KK-06",575,35.0999984741211,59,5504.025390625,14.2279996871948,8.17391300201416
"61655","Brentwood Union Elementary","Contra Costa","KK-08",3519,175.300003051758,789,5105.734375,15.0270004272461,15.4589366912842
"72405","Summerville Elementary","Tuolumne","KK-08",474,26.3400001525879,61,5634.73095703125,10.5209999084473,0
"66860","Ophir Elementary","Placer","KK-08",223,11.5,60,4980.29443359375,18.6259994506836,0
"70821","Montgomery Elementary","Sonoma","KK-08",92,5.59999990463257,22,6113.85986328125,22.5289993286133,0
"70912","Santa Rosa Elementary","Sonoma","KK-06",4971,297.140014648438,500,5850,18.2983894348145,31.8245830535889
"71266","Salida Union Elementary","Stanislaus","KK-08",2617,107.194999694824,226,4547.94482421875,11.8857498168945,12.8009166717529
"70128","Shasta Union Elementary","Shasta","KK-08",242,13.25,32,5011.84033203125,9.92599964141846,0
"62802","Fortuna Union Elementary","Humboldt","KK-08",780,41.1500015258789,75,5261.37060546875,14.1969995498657,3.84615397453308
"72090","Rockford  Elementary","Tulare","KK-08",324,15.3999996185303,50,4276.115234375,9.63000011444092,2.46913576126099
"62638","Plaza Elementary","Glenn","KK-08",140,6.75,25,4566.27001953125,10.6389999389648,10.7142858505249
"70813","Monte Rio Union Elementary","Sonoma","KK-08",181,10,26,6049.4951171875,14.4750003814697,0
"64105","Janesville Union Elementary","Lassen","KK-08",516,26,65,4974.28125,13.4670000076294,1.93798446655273
"63172","Magnolia Union Elementary","Imperial","KK-08",108,5,25,4432.47802734375,9.66499996185303,4.62962961196899
"64188","Shaffer Union Elementary","Lassen","KK-08",419,18.6700000762939,58,4924.619140625,12.7080001831055,5.25059652328491
"66506","Fullerton Elementary","Orange","KK-08",12567,546.049987792969,1099,4603.65966796875,17.8229999542236,27.5403823852539
"70649","Cinnabar Elementary","Sonoma","KK-06",287,16.1700000762939,65,5973.92529296875,17.1560001373291,14.9825782775879
"69278","Santa Barbara Elementary","Santa Barbara","KK-08",6201,339.100006103516,634,5215.94384765625,19.589635848999,47.8793754577637
"63016","Rohnerville Elementary","Humboldt","KK-08",577,29.9500007629395,134,4882.23681640625,14.1969995498657,0
"71431","Pleasant Grove Joint Union Elementary","Sutter","KK-08",170,7.5,41,4145.8359375,11.9119997024536,1.76470601558685
"73700","Mountain Union Elementary","Shasta","KK-08",164,8.5,36,7542.0380859375,13.3859996795654,0
"63784","South Fork Union Elementary","Kern","KK-08",382,22,75,5247.01806640625,11.5539999008179,0
"68155","Jamul-Dulzura Union Elementary","San Diego","KK-08",1221,61.5999984741211,250,5169.81494140625,19.0259990692139,7.28910732269287
"69765","Live Oak Elementary","Santa Cruz","KK-08",2214,108.349998474121,213,5951.005859375,16.4069995880127,17.028003692627
"67116","Menifee Union Elementary","Riverside","KK-08",4523,215,409,4746.572265625,14.0579996109009,10.4355516433716
"63552","Lakeside Union Elementary","Kern","KK-08",793,39.7999992370605,49,4944.09228515625,19.068000793457,2.26986122131348
"69724","Whisman Elementary","Santa Clara","KK-08",1678,88.2699966430664,254,6306.4873046875,20.7700004577637,28.2479133605957
"63180","McCabe Union Elementary","Imperial","KK-08",536,22.5,35,4260.306640625,10.2639999389648,8.76865673065186
"68551","Lammersville Elementary","San Joaquin","KK-08",307,15.8500003814697,36,4718.1630859375,14.5780000686646,7.49185657501221
"71563","Lassen View Union Elementary","Tehama","KK-08",347,17.5,56,4751.2998046875,10.2019996643066,9.79827117919922
"62927","Loleta Union Elementary","Humboldt","KK-08",168,11.0100002288818,30,5653.45361328125,12.5019998550415,12.5
"70045","Junction Elementary","Shasta","KK-08",532,31,81,5920.25341796875,13.9060001373291,0
"64931","Rosemead Elementary","Los Angeles","KK-08",3272,150,374,4825.5908203125,9.98600006103516,31.2041549682617
"66332","Grass Valley Elementary","Nevada","KK-08",2045,107.209999084473,268,5532.58203125,13.7119998931885,1.36919319629669
"71829","Buena Vista Elementary","Tulare","KK-08",156,6.05000019073486,7,3926.06958007812,10.0979995727539,9.61538505554199
"63545","Kernville Union Elementary","Kern","KK-08",1129,61.9900016784668,164,5805.63671875,11.2910003662109,0
