"h_j","wdi_gdpc","undp_hdi","wbgi_cce","wbgi_pse","former_col","lp_lat_abst"
-5,628.407409667969,NA,-1.54535841941833,-1.93438374996185,0,0.366666704416275
-5,4954.1982421875,0.781000018119812,-0.853811502456665,-0.602608144283295,0,0.455555588006973
-5,6349.720703125,0.703999996185303,-0.730150997638702,-1.7336243391037,1,0.311111092567444
NA,NA,NA,1.32673418521881,1.19804358482361,0,0.469999998807907
-5,2856.75170898438,0.381000012159348,-1.20657408237457,-1.41509449481964,1,0.13666670024395
NA,13981.9794921875,0.800000011920929,0.862436771392822,0.70840460062027,1,0.189222201704979
-5,2980.86157226562,0.745999991893768,-0.98524421453476,-1.12969660758972,0,0.447777807712555
-5,8584.8857421875,0.852999985218048,-0.726461052894592,-1.0361213684082,1,0.377777814865112
1,32201.22265625,0.945999979972839,1.84785163402557,1.20449244976044,0,0.300000011920929
1,32082.716796875,0.934000015258789,1.95804500579834,1.30967402458191,0,0.52444452047348
NA,NA,0.814999997615814,1.43961095809937,0.868442118167877,1,0.268333286046982
-5,24506.48828125,0.842999994754791,0.950722515583038,0.230410754680634,1,0.288888901472092
-5,947.525390625,0.50900000333786,-1.08453619480133,-0.852357923984528,1,0.26666671037674
-5,2860.0654296875,0.754000008106232,-0.697674214839935,-0.805799901485443,0,0.444444388151169
1,19188.640625,0.888000011444092,1.32673418521881,1.02578389644623,1,0.145555600523949
1,30687.7265625,0.941999971866608,1.5984058380127,1.19884765148163,0,0.561111092567444
-5,2944.53930664062,0.53600001335144,0.592829525470734,0.631192266941071,1,0.303333312273026
-5,3401.92700195312,0.680999994277954,-0.89069277048111,-0.173424854874611,1,0.188888907432556
-5,5058.244140625,0.781000018119812,-0.429049015045166,-0.654190719127655,0,0.488888889551163
1,10565.0390625,0.58899998664856,0.698843240737915,0.76541268825531,1,0.244444400072098
-5,8009.9990234375,0.774999976158142,-0.0972238183021545,-0.157483980059624,1,0.111111097037792
NA,5840.044921875,0.736999988555908,-0.213271379470825,0.316987633705139,1,0.190555602312088
NA,1886.01208496094,0.624000012874603,-1.35093426704407,-0.553583383560181,1,0.0888888984918594
-5,48585.7265625,0.866999983787537,0.330439329147339,0.999805510044098,1,0.0477778017520905
1,7164.107421875,0.796000003814697,-0.027159720659256,0.432419627904892,0,0.477777808904648
-5,NA,0.550999999046326,-1.36344981193542,-1.33469212055206,1,0.244444400072098
-5,355.014434814453,0.33899998664856,-0.980066359043121,-2.40352988243103,1,0.0366666987538338
-5,6443.08837890625,0.790000021457672,-0.909778773784637,-0.0142236854881048,0,0.588888883590698
-5,1124.02746582031,0.568000018596649,-0.975437581539154,-0.719185650348663,1,0.144444495439529
-5,1899.67248535156,0.500999987125397,-1.0954726934433,-0.732242941856384,1,0.0666666999459267
1,33366.47265625,0.943000018596649,2.02278447151184,1.23122751712799,0,0.666666686534882
-5,2381.41918945312,0.717000007629395,0.36093071103096,0.648738265037537,1,0.177777796983719
-5,726.329956054688,0.361000001430511,-1.09746730327606,-1.77512061595917,1,0.0777778029441833
-5,3105.6875,0.740000009536743,-0.161013811826706,-0.923639118671417,1,0.0777778029441833
-5,827.566040039062,0.379000008106232,-0.943823575973511,-1.59109711647034,1,0.166666701436043
1,10806.798828125,0.83899998664856,1.50745499134064,0.973216354846954,1,0.333333313465118
-5,3104.24951171875,0.745000004768372,-0.409230768680573,-0.183568075299263,0,0.388888895511627
1,NA,NA,0.78004515171051,0.769665002822876,0,0.258888900279999
-5,6520.75634765625,0.773000001907349,-0.446246713399887,-2.01782655715942,1,0.0444444008171558
-5,1127.10949707031,0.529999971389771,-0.809673070907593,0.327190607786179,1,0.134444400668144
-5,3343.7783203125,0.493999987840652,-0.989976048469543,-1.97713649272919,1,0.011111100204289
-5,242.760345458984,0.365000009536743,-1.531121134758,-2.4674608707428,1,0
1,8089.67529296875,0.833999991416931,0.790716171264648,0.956302225589752,1,0.111111097037792
1,12521.62109375,0.829999983310699,0.265583008527756,0.285573899745941,0,0.501111090183258
-5,NA,0.809000015258789,-0.121590167284012,-0.0641772225499153,1,0.236666694283485
1,22148,0.883000016212463,0.956581830978394,0.228749841451645,1,0.388888895511627
1,17746.84765625,0.867999970912933,0.362968504428864,0.993210911750793,0,0.549444377422333
1,1313.58032226562,0.421000003814697,-0.843388140201569,0.711579203605652,1,0.103333301842213
1,31817.744140625,0.931999981403351,2.21482753753662,1.29653692245483,0,0.622222185134888
-5,6501.26123046875,0.742999970912933,0.568742692470551,0.463585078716278,1,0.147777795791626
-5,5875.61279296875,0.737999975681305,-0.435368090867996,0.222847014665604,1,0.211111098527908
-5,5878.05322265625,0.735000014305115,-1.03493523597717,-0.811428427696228,1,0.0222222004085779
-5,5349.92236328125,0.720000028610229,-0.440373986959457,0.140950381755829,1,0.150000005960464
-5,15591.751953125,0.703000009059906,-1.51148915290833,-0.257012337446213,1,0.0222222004085779
1,550.509216308594,0.358999997377396,-0.50416088104248,-1.33765637874603,0,0.0888888984918594
-5,710.416870117188,0.439000010490417,0.175950080156326,-0.430572092533112,1,0.166666701436043
1,12990.2470703125,0.852999985218048,0.727249801158905,0.888855934143066,0,0.655555486679077
-5,4026.17919921875,0.758000016212463,0.10270456969738,0.362282574176788,1,0.200000002980232
1,28485.58984375,0.935000002384186,2.44565415382385,1.62098479270935,0,0.711111128330231
1,28865.41796875,0.931999981403351,1.29660081863403,0.971316516399384,0,0.511111080646515
-5,1763.95751953125,0.453999996185303,-0.692272067070007,-0.399151623249054,1,0.125555604696274
-5,12935.2265625,0.648000001907349,-0.489687711000443,-0.000502882117871195,1,0.011111100204289
-5,2640.21948242188,0.739000022411346,-1.15614473819733,-1.47150552272797,0,0.466666698455811
-5,1041.46240234375,0.451999992132187,-0.485540688037872,0.677368938922882,1,0.147555604577065
1,30817.9453125,0.925000011920929,1.95766484737396,1.08003580570221,0,0.566666722297668
-5,1085.24450683594,0.568000018596649,-0.315612465143204,-0.14568518102169,1,0.0888888984918594
NA,2177.03393554688,NA,-0.0102109024301171,1.22909784317017,1,0.0138889001682401
-5,22101.658203125,0.90200001001358,0.490359097719193,0.723788559436798,0,0.433333307504654
-5,7086.564453125,0.745000004768372,0.718804836273193,0.851135551929474,1,0.134111106395721
-5,4010.36499023438,0.648999989032745,-0.626905381679535,-0.780408203601837,1,0.170000001788139
-5,907.401977539062,0.425000011920929,-0.673526883125305,-1.30074083805084,1,0.122222200036049
-5,2487.93725585938,0.718999981880188,-0.440738528966904,-0.537777721881866,1,0.0555556006729603
-5,1083.59814453125,0.462999999523163,-1.69952940940857,-1.30678689479828,1,0.211111098527908
-5,2949.16455078125,0.671999990940094,-0.812560141086578,-0.294613569974899,1,0.166666701436043
1,14838.337890625,0.84799998998642,0.639105021953583,1.02689003944397,0,0.522222220897675
1,30365.78515625,0.940999984741211,2.24169039726257,1.52995252609253,0,0.722222208976746
1,1817.21008300781,0.595000028610229,-0.439819037914276,-0.980510473251343,1,0.222222194075584
-5,2875.11450195312,0.691999971866608,-1.12738716602325,-1.60627317428589,1,0.0555556006729603
1,8277.5361328125,0.73199999332428,-0.246201485395432,-0.794714748859406,0,0.355555593967438
-5,NA,NA,-1.57732629776001,-1.8957405090332,1,0.366666704416275
1,35073.67578125,0.935999989509583,1.49889647960663,1.33827888965607,0,0.588888883590698
1,22024.728515625,0.907999992370605,1.09124863147736,-1.64153981208801,0,0.347777813673019
1,28242.013671875,0.920000016689301,0.667611479759216,0.726368367671967,0,0.472222208976746
-5,1636.99011230469,0.398999989032745,-0.838304758071899,-1.75943458080292,1,0.0888888984918594
-5,6613.68017578125,0.763999998569489,-0.454787731170654,-0.442588150501251,1,0.201666697859764
1,28611.072265625,0.938000023365021,0.991552710533142,1.19153821468353,0,0.400000005960464
-5,6748.04052734375,0.765999972820282,-1.07784247398376,0.127869591116905,0,0.533333420753479
1,3819.615234375,0.75,0.0599327683448792,-0.470549792051315,1,0.344444513320923
-5,1263.66088867188,0.488000005483627,-1.02347838878632,-1.09339940547943,1,0.011111100204289
-5,NA,NA,-1.13212072849274,0.273762941360474,0,0.444444388151169
1,20598.07421875,0.888000011444092,0.465045481920242,0.306481778621674,0,0.411111086606979
1,33079.87109375,0.837999999523163,1.08352088928223,-0.0268476847559214,1,0.325555503368378
-5,1556.3955078125,0.700999975204468,-0.808017313480377,-1.03400409221649,0,0.455555588006973
-5,1434.06896972656,0.533999979496002,-0.924607515335083,-0.260582864284515,1,0.200000002980232
-5,8900.0849609375,0.758000016212463,-0.40131887793541,-0.719276607036591,1,0.372222185134888
-5,1182.77770996094,0.493000000715256,-0.31728184223175,0.0245918557047844,1,0.325555503368378
1,9349.6328125,0.823000013828278,0.114390596747398,0.80625319480896,0,0.633333325386047
-5,474.437255859375,NA,-1.11984634399414,-2.2502007484436,0,0.0700000002980232
-5,11198.9033203125,0.794000029563904,-0.78956151008606,-0.381343096494675,1,0.277777791023254
NA,NA,NA,1.32673418521881,1.19804358482361,0,0.523333311080933
1,10282.35546875,0.842000007629395,0.311619579792023,0.858068645000458,0,0.622222185134888
1,63686.67578125,0.933000028133392,2.20558190345764,1.6756089925766,0,0.549444377422333
-5,793.946411132812,0.46900001168251,0.126867696642876,-0.25031790137291,1,0.222222194075584
-5,592.526611328125,0.388000011444092,-0.972978353500366,-0.170620173215866,1,0.147777795791626
-5,10442.322265625,0.792999982833862,0.36306044459343,0.419293135404587,1,0.0255555994808674
-5,3710.48461914062,0.751999974250793,-0.0845718905329704,0.9980348944664,1,0.0350000001490116
-5,908.884399414062,0.32600000500679,-0.380911231040955,0.238890185952187,1,0.188888907432556
NA,19331.201171875,0.875,0.817959368228912,1.52117311954498,0,0.394444406032562
-5,1548.01489257812,0.465000003576279,0.274073868989944,0.173759773373604,1,0.222222194075584
-5,9403.1162109375,0.785000026226044,0.498325079679489,0.648072719573975,1,0.224111095070839
-5,11904.6865234375,0.801999986171722,-0.226886883378029,0.0308396350592375,1,0.255555599927902
NA,NA,NA,NA,1.22909784317017,0,0.482666611671448
1,2140.48291015625,0.667999982833862,0.0820782408118248,1.06225514411926,0,0.511111080646515
1,1904.1435546875,0.680999994277954,-0.931928873062134,-0.151316806674004,0,0.522222220897675
-5,6687.8486328125,NA,-0.452379822731018,-0.379297345876694,0,NA
1,3157.48291015625,0.620000004768372,-0.0803806558251381,-0.243254646658897,1,0.355555593967438
-5,582.396850585938,0.354000002145767,-0.724030792713165,0.288098245859146,1,0.201666697859764
-5,18921.4765625,0.769999980926514,0.960065424442291,0.852010726928711,1,0.233333304524422
1,4752.9033203125,0.60699999332428,0.036730095744133,0.239117100834846,1,0.244444400072098
NA,NA,NA,-0.286661475896835,1.22909784317017,1,NA
-5,907.185241699219,0.504000008106232,-0.275023400783539,-1.53606557846069,0,0.311111092567444
1,33890.4375,0.941999971866608,2.17380261421204,1.24009585380554,0,0.581111073493958
NA,3004.49633789062,0.569999992847443,-0.772611856460571,1.13728594779968,1,0.177777796983719
1,23370.654296875,0.925999999046326,2.28580164909363,1.36029350757599,0,0.455555588006973
1,2134.87646484375,0.666999995708466,-0.517249703407288,-0.078638069331646,1,0.144444495439529
-5,590.656311035156,0.291999995708466,-1.07610976696014,-0.257782608270645,1,0.177777796983719
-5,1451.734375,0.465999990701675,-1.46795284748077,-1.76324427127838,1,0.111111097037792
1,44711.34375,0.955999970436096,2.09170532226562,1.49498987197876,0,0.688888907432556
NA,3017.55541992188,NA,-0.356756806373596,0.654412686824799,1,0.0727778002619743
NA,NA,NA,-0.922035813331604,1.22909784317017,1,0.100000001490116
NA,NA,NA,-0.297598361968994,1.22909784317017,1,NA
-5,1937.41967773438,0.497000008821487,-0.813430190086365,-1.55610764026642,1,0.333333313465118
-5,8068.45166015625,0.791000008583069,-0.359891623258591,0.308914601802826,1,0.100000001490116
-5,1843.66882324219,0.541999995708466,-0.779067635536194,-0.654355347156525,1,0.0666666999459267
-5,3712.14428710938,0.750999987125397,-1.28129863739014,-1.0493255853653,1,0.255555599927902
-5,5636.9765625,0.751999974250793,-0.201170966029167,-0.804076135158539,1,0.111111097037792
-5,2644.0263671875,0.753000020980835,-0.517015039920807,-0.66186136007309,1,0.144444495439529
1,12137.255859375,0.850000023841858,0.360634803771973,0.677494585514069,0,0.577777802944183
1,20683.14453125,0.897000014781952,1.31458306312561,1.35835182666779,0,0.436666697263718
-5,509.397094726562,0.349999994039536,-0.89321905374527,-0.697677254676819,1,0.133333295583725
NA,737.078369140625,0.435999989509583,-0.530455529689789,-0.573799908161163,0,NA
-5,62005.5625,0.833000004291534,0.97341114282608,0.768742680549622,1,0.281111091375351
1,7341.20361328125,0.777999997138977,-0.357426434755325,0.322625786066055,0,0.511111080646515
-5,9549.046875,0.795000016689301,-0.911200225353241,-0.566778123378754,0,0.666666686534882
-5,741.230041503906,0.430999994277954,-0.608586132526398,-1.7889951467514,1,0.0222222004085779
NA,11838.6630859375,0.843999981880188,0.324362069368362,1.22909784317017,1,0.191111102700233
NA,7938.3212890625,0.77700001001358,0.324362069368362,0.291851311922073,1,0.150333300232887
NA,6329.43603515625,0.750999987125397,0.324362069368362,0.291851311922073,1,0.146111100912094
NA,NA,NA,NA,1.22909784317017,0,NA
NA,1254.57287597656,0.644999980926514,-0.267799586057663,0.474089950323105,1,0.011111100204289
-5,19016.037109375,0.76800000667572,0.447785943746567,-0.446524828672409,0,0.277777791023254
-5,1462.83569335938,0.437000006437302,-0.093023955821991,-0.32913264632225,1,0.155555605888367
-5,6976.556640625,NA,-0.308552265167236,-0.693809390068054,0,NA
NA,17490.615234375,0.852999985218048,0.444467157125473,0.823386609554291,1,0.0483332984149456
-5,583.125671386719,0.273000001907349,-0.801773726940155,-0.907202899456024,1,0.092222198843956
1,36732.234375,0.90200001001358,2.37158179283142,1.34370052814484,1,0.0135556003078818
1,13789.9462890625,0.842000007629395,0.128006011247635,0.749957978725433,0,0.537777781486511
1,1780.14331054688,0.690999984741211,-0.703225910663605,0.32502681016922,1,0.177777796983719
1,21032.302734375,0.894999980926514,0.872576951980591,1.20061695575714,0,0.511111080646515
-5,NA,NA,-1.13212072849274,-2.31011986732483,1,0.111111097037792
-5,7764.54931640625,0.666000008583069,0.314178735017776,-0.410849660634995,1,0.322222203016281
-5,226.235000610352,0.49099999666214,-1.27899396419525,-1.71125173568726,1,0.222222194075584
1,26069.51953125,0.921999990940094,1.38554787635803,0.597901940345764,0,0.444444388151169
-5,1421.06921386719,0.504999995231628,-1.01625037193298,-2.01886653900146,1,0.166666701436043
NA,5302.18994140625,0.779999971389771,0.196307748556137,0.418570935726166,1,0.0444444008171558
-5,4066.32299804688,0.518999993801117,-0.277875065803528,0.222383588552475,1,0.292222201824188
1,29814.009765625,0.945999979972839,2.23591136932373,1.3524181842804,0,0.688888907432556
1,34779.44140625,0.935999989509583,2.1407732963562,1.52623021602631,0,0.522222220897675
1,3857.41284179688,0.709999978542328,-0.30096173286438,-0.188486456871033,1,0.388888895511627
-5,1178.83581542969,0.671000003814697,-1.06050229072571,-1.36772298812866,0,0.433333307504654
1,5860.84375,0.76800000667572,-0.327285408973694,0.37513867020607,0,0.166666701436043
-5,778.183898925781,0.495000004768372,-0.652293562889099,0.0148657681420445,1,0.0888888984918594
NA,3444.13696289062,0.787000000476837,-0.703302681446075,0.654412686824799,1,0.222222194075584
1,14759.0986328125,0.800999999046326,-0.0762420073151588,-0.155008226633072,1,0.122222200036049
-5,42004.04296875,0.824000000953674,1.04496550559998,0.806802928447723,1,0.26666671037674
-5,5677.29931640625,0.745000004768372,0.53096604347229,0.0523829460144043,1,0.377777814865112
1,9152.75,0.750999987125397,-0.461432725191116,-0.998973250389099,0,0.433333307504654
-5,3146.138671875,0.751999974250793,-1.22802698612213,-0.395911633968353,0,0.444444388151169
NA,NA,NA,0.182839795947075,1.22909784317017,1,NA
1,821.514221191406,0.493000000715256,-1.0345253944397,-1.63549435138702,1,0.011111100204289
1,4332.15625,0.77700001001358,-0.961795032024384,-0.197643533349037,0,0.544444382190704
1,6489.93603515625,0.792999982833862,-0.729517579078674,-0.980858445167542,0,0.461111098527908
1,4073.23876953125,0.652999997138977,-0.33332234621048,-0.667213141918182,1,0.300000011920929
1,30776.38671875,0.935999989509583,2.05755996704102,0.775119721889496,0,0.600000023841858
1,953.982971191406,0.407000005245209,-1.01493942737579,-0.136434227228165,1,0.0666666999459267
1,39271.2890625,0.939000010490417,1.84073686599731,0.342095792293549,0,0.422222197055817
-5,956.052978515625,0.301999986171722,0.0422586835920811,-0.441418290138245,1,0.144444495439529
-5,7941.7265625,0.833000004291534,0.844351887702942,0.668174207210541,1,0.366666704416275
-5,1725.40148925781,0.708999991416931,-0.99549788236618,-1.2074373960495,0,0.455555588006973
-5,8688.5,0.777999997138977,-1.11006081104279,-1.31815111637115,1,0.0888888984918594
NA,3516.2685546875,0.768999993801117,0.0520521141588688,1.02578389644623,1,0.148333296179771
-5,2116.26611328125,0.48199999332428,-0.779086947441101,-1.45103323459625,1,0.166666701436043
-5,NA,NA,-0.749454498291016,-0.747970581054688,0,0.488888889551163
1,1028.64245605469,0.388999998569489,-0.978036284446716,-0.451038271188736,1,0.166666701436043
