"pair","date","year","village","district","vilno","disno","treat","poverty","pop2000","lpop2000","pret","pret.1","diff","groznyy","elevation","lelev","tariq","nn","lnn","reb","garrison","vildays","deaths","deathsd","wounded","woundedd","fail","swept","prop","propd","lprop","history","historyd","lhistory","change","decrease","increase","abandon","iso"
119,"11/2/2004",2004,"Tolstoy-Yurt","Groznenskiy",130,3,0,2,6934,8.84419345855713,0,0,0,0,149,5.00394582748413,1,1.22599995136261,0.203756794333458,1,1,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2
120,"12/3/2004",2004,"Tashi","Kurchaloevskiy",126,6,0,2,587,6.37502479553223,0,0,0,0,674,6.51322984695435,0,3.14840006828308,1.1468939781189,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,6
120,"12/3/2004",2004,"Tazen-Kale","Vedenskiy",127,15,1,3,243,5.49306201934814,0,0,0,0,698,6.54821920394897,0,1.11119997501373,0.105440497398376,1,0,90,1,1,2,1,0,0,0,0,0,1,1,0.6931471824646,0,0,0,2,5
121,"12/10/2004",2004,"Goryacheistochnenskaya","Groznenskiy",51,3,0,2,1002,6.90975284576416,0,0,0,0,287,5.6594820022583,0,1.79999995231628,0.587786614894867,0,1,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2
121,"12/10/2004",2004,"Makhkety","Vedenskiy",77,15,1,3,3495,8.15908908843994,0,0,0,0,649,6.47543287277222,0,1.67599999904633,0.516409993171692,1,0,90,1,1,1,1,0,0,3,1,1.38629400730133,5,1,1.79175901412964,0,0,0,0,6
122,"12/21/2004",2004,"Avtury","Shalinskiy",12,10,1,2,10724,9.28023910522461,2,2,2,0,247,5.5093879699707,0,5.23600006103516,1.65555799007416,1,1,8,0,0,0,0,1,1,0,0,0,2,1,1.09861195087433,1,0,1,0,1
122,"12/21/2004",2004,"Regety","Kurchaloevskiy",106,6,0,2,2000,7.60090303421021,0,0,0,0,694,6.54247188568115,0,1.85199999809265,0.616266071796417,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,4,6
123,"12/21/2004",2004,"Dargo","Vedenskiy",28,15,1,3,203,5.3132061958313,0,0,2,0,687,6.5323338508606,0,2.90899991989136,1.06780898571014,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5
123,"12/21/2004",2004,"Mesedoy","Vedenskiy",83,15,0,3,600,6.39693021774292,0,0,0,0,714,6.57088279724121,0,0.740800023078918,-0.300024598836899,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4
124,"12/21/2004",2004,"Elistanzhi","Vedenskiy",36,15,1,3,1845,7.52023506164551,2,2,-2,0,702,6.55393409729004,0,2.84699988365173,1.04626595973969,1,1,3,1,1,2,1,1,0,0,0,0,0,0,0,-1,1,0,0,4
124,"12/21/2004",2004,"Sredniye kurchali","Kurchaloevskiy",119,6,0,2,1195,7.08590078353882,0,0,0,0,719,6.57786083221436,0,0.925999999046326,-0.0768809989094734,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8
125,"12/23/2004",2004,"Dzhalka","Gudermesskiy",34,4,1,2,5390,8.59230041503906,0,0,0,0,83,4.41883993148804,0,1.14999997615814,0.13976189494133,1,1,90,1,1,0,0,0,0,2,1,1.09861195087433,1,1,0.6931471824646,0,0,0,2,3
125,"12/23/2004",2004,"Oktyabr'skiy (Groznyy)","Groznyy",97,2,0,1,16520,9.712327003479,10,10,-2,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,29,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,-1,1,0,0,4
126,"12/26/2004",2004,"Dzhalka","Gudermesskiy",34,4,1,2,5390,8.59230041503906,0,0,0,0,83,4.41883993148804,0,1.14999997615814,0.13976189494133,1,1,90,0,0,0,0,0,0,4,1,1.60943794250488,2,1,1.09861195087433,0,0,0,2,3
126,"12/26/2004",2004,"Pervomayskaya","Groznenskiy",101,3,0,2,4106,8.32020473480225,0,0,0,0,167,5.11799383163452,0,2.20300006866455,0.789820075035095,0,0,90,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,3
127,"12/28/2004",2004,"Chechen-Aul","Groznenskiy",22,3,1,2,6281,8.74528408050537,3,3,-3,0,202,5.30826807022095,0,6.49200010299683,1.87057101726532,0,0,90,0,0,10,1,0,0,17,1,2.89037203788757,3,1,1.38629400730133,-1,1,0,0,0
127,"12/28/2004",2004,"Geldagan (Gel'dygen)","Kurchaloevskiy",45,6,0,2,6401,8.76420974731445,0,0,0,0,162,5.08759593963623,0,4.26100015640259,1.4495040178299,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2
128,"12/29/2004",2004,"Agishbatoi","Vedenskiy",3,15,1,3,14,2.63905692100525,0,0,0,0,816,6.70441389083862,0,1.48160004615784,0.393122613430023,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
128,"12/29/2004",2004,"Zumsoj","Itum-Kalinskiy",147,5,0,3,378,5.93489408493042,0,0,0,0,883,6.7833251953125,0,0.689499974250793,-0.371788591146469,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,5,9
129,"1/6/2005",2005,"Elistanzhi","Vedenskiy",36,15,1,3,1845,7.52023506164551,2,2,-2,0,702,6.55393409729004,0,2.84699988365173,1.04626595973969,1,1,90,0,0,0,0,0,0,0,0,0,1,1,0.6931471824646,-1,1,0,0,4
129,"1/6/2005",2005,"Komsomolskoe","Urus-Martanovskiy",69,14,0,2,2798,7.93665981292725,0,0,0,0,329,5.796058177948,0,3.7039999961853,1.30941295623779,0,0,90,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,5
130,"1/6/2005",2005,"Grushevoye","Urus-Martanovskiy",53,14,0,2,2200,7.69621276855469,0,0,0,0,372,5.91889381408691,0,3.22499990463257,1.17093300819397,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4
130,"1/6/2005",2005,"Makhkety","Vedenskiy",77,15,1,3,3495,8.15908908843994,1,1,-1,0,649,6.47543287277222,0,1.67599999904633,0.516409993171692,1,0,49,0,0,0,0,1,0,0,0,0,7,1,2.07944202423096,-1,1,0,0,6
131,"1/6/2005",2005,"Lipovka","Vedenskiy",76,15,0,3,1612,7.38523101806641,0,0,0,0,341,5.83188199996948,0,1.66680002212524,0.510905623435974,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,4
131,"1/6/2005",2005,"Tsa-Vedeno","Vedenskiy",132,15,1,3,1502,7.31455278396606,0,0,0,0,603,6.40191698074341,0,1.92499995231628,0.654925882816315,1,0,90,0,0,0,0,0,0,0,0,0,1,1,0.6931471824646,0,0,0,1,7
132,"1/15/2005",2005,"Tolstoy-Yurt","Groznenskiy",130,3,0,2,6934,8.84419345855713,0,0,1,0,149,5.00394582748413,1,1.22599995136261,0.203756794333458,1,1,53,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,2
132,"1/15/2005",2005,"Zumsoj","Itum-Kalinskiy",147,5,1,3,378,5.93489408493042,0,0,0,0,883,6.7833251953125,0,0.689499974250793,-0.371788591146469,0,0,90,0,0,0,0,0,1,4,1,1.60943794250488,0,0,0,0,0,0,5,9
133,"1/20/2005",2005,"Leshkoroy","Shatoiskiy",75,11,0,3,90,4.49981021881104,0,0,0,0,300,5.68324089050293,0,1.48160004615784,0.393122613430023,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,5,5
133,"1/20/2005",2005,"Serzhen-Yurt","Shalinskiy",111,10,1,2,3244,8.08456230163574,3,3,-3,0,325,5.7838249206543,0,5.23600006103516,1.65555799007416,1,0,90,0,0,0,0,0,1,0,0,0,8,1,2.19722509384155,-1,1,0,0,1
134,"1/27/2005",2005,"Avarskoye","Shatoiskiy",11,11,0,3,125,4.82831382751465,0,0,0,0,787,6.66822814941406,0,1.4210000038147,0.351360887289047,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,8
134,"1/27/2005",2005,"Dachu-Borzoi","Shatoiskiy",26,11,1,3,412,6.02102279663086,2,2,0,0,422,6.04500484466553,0,1.80299997329712,0.589451909065247,0,0,18,0,0,0,0,1,0,1,1,0.6931471824646,0,0,0,0,0,0,1,5
135,"1/30/2005",2005,"Gikalovskiy","Groznenskiy",48,3,0,2,225,5.41610097885132,0,0,0,0,168,5.12396383285522,0,3.61999988555908,1.28647398948669,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3
135,"1/30/2005",2005,"Serzhen-Yurt","Shalinskiy",111,10,1,2,3244,8.08456230163574,3,3,-3,0,325,5.7838249206543,0,5.23600006103516,1.65555799007416,1,0,90,0,0,7,1,0,1,0,0,0,9,1,2.3025848865509,-1,1,0,0,1
136,"2/27/2005",2005,"Serzhen-Yurt","Shalinskiy",111,10,1,2,3244,8.08456230163574,1,1,-1,0,325,5.7838249206543,0,5.23600006103516,1.65555799007416,1,0,90,1,1,1,1,0,1,6,1,1.94590997695923,10,1,2.39789509773254,-1,1,0,0,1
136,"2/27/2005",2005,"Staropomyslovskiy (Groznyy)","Groznyy",121,2,0,1,20864,9.94578075408936,8,8,-3,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,13,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,-1,1,0,0,4
137,"4/10/2005",2005,"Dzhugurty","Kurchaloevskiy",35,6,0,2,1015,6.92264413833618,0,0,0,0,350,5.85793304443359,0,3.88919997215271,1.35820400714874,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,3
137,"4/10/2005",2005,"Serzhen-Yurt","Shalinskiy",111,10,1,2,3244,8.08456230163574,0,0,0,0,325,5.7838249206543,0,5.23600006103516,1.65555799007416,1,0,90,8,1,0,0,0,1,3,1,1.38629400730133,11,1,2.48490691184998,0,0,0,0,1
138,"5/29/2005",2005,"Pervomayskaya","Groznenskiy",101,3,0,2,4106,8.32020473480225,0,0,1,0,167,5.11799383163452,0,2.20300006866455,0.789820075035095,0,0,70,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,3
138,"5/29/2005",2005,"Verkhny Dai","Shatoiskiy",139,11,1,3,196,5.27811479568481,0,0,0,0,738,6.60394382476807,0,0.439999997615814,-0.820980489253998,0,0,90,0,0,1,1,0,0,1,1,0.6931471824646,0,0,0,0,0,0,5,12
139,"6/5/2005",2005,"Aslanbek-Sherpivo","Vedenskiy",10,15,1,3,204,5.31812000274658,0,0,0,0,986,6.89365577697754,0,0.740800023078918,-0.300024598836899,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
139,"6/5/2005",2005,"Oktyabr'skiy (Groznyy)","Groznyy",97,2,0,1,16520,9.712327003479,6,6,1,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,10,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,4
140,"6/5/2005",2005,"Dai","Shatoiskiy",27,11,1,3,250,5.52146100997925,0,0,0,0,688,6.53378915786743,0,5.21299982070923,1.6511549949646,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
140,"6/5/2005",2005,"Ishtiburi","Vedenskiy",58,15,0,3,69,4.23410701751709,0,0,0,0,657,6.48768377304077,0,1.48160004615784,0.393122613430023,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,6
141,"6/5/2005",2005,"Gatin-Kali","Shatoiskiy",42,11,1,3,155,5.0434250831604,0,0,0,0,1128,7.02820205688477,0,0.75,-0.287682086229324,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
141,"6/5/2005",2005,"Germenchuk","Shalinskiy",46,10,0,2,6754,8.81789016723633,2,2,-2,0,186,5.22574710845947,0,5,1.60943794250488,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,0,1
142,"6/5/2005",2005,"Khal-Keloi","Shatoiskiy",60,11,1,3,500,6.21460819244385,0,0,0,0,1026,6.93342304229736,0,1.79999995231628,0.587786614894867,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
142,"6/5/2005",2005,"Kirov-Yurt","Vedenskiy",67,15,0,3,1637,7.4006199836731,1,1,-1,0,571,6.34738922119141,0,1.66680002212524,0.510905623435974,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,1,5
143,"6/5/2005",2005,"Goryacheistochnenskaya","Groznenskiy",51,3,0,2,1002,6.90975284576416,0,0,0,0,287,5.6594820022583,0,1.79999995231628,0.587786614894867,0,1,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,2
143,"6/5/2005",2005,"Marshen-Kali","Vedenskiy",80,15,1,3,500,6.21460819244385,0,0,0,0,1139,7.03790616989136,0,0.740800023078918,-0.300024598836899,1,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
144,"6/5/2005",2005,"Kulary","Urus-Martanovskiy",71,14,0,2,3458,8.14844608306885,1,1,-1,0,165,5.10594606399536,0,2.48900008201599,0.911881029605865,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,0,5
144,"6/5/2005",2005,"Musolt-Aul","Vedenskiy",87,15,1,3,482,6.17794418334961,0,0,0,0,1139,7.03790616989136,0,0.740800023078918,-0.300024598836899,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
145,"6/5/2005",2005,"Guni","Vedenskiy",55,15,0,3,710,6.56526517868042,0,0,2,0,678,6.51914691925049,0,3.14840006828308,1.1468939781189,1,0,55,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,6
145,"6/5/2005",2005,"Sharo-Argun","Vedenskiy",114,15,1,3,540,6.29156923294067,0,0,0,0,893,6.79458713531494,0,1.79999995231628,0.587786614894867,1,0,90,1,1,0,0,0,0,0,0,0,1,1,0.6931471824646,0,0,0,0,6
146,"6/30/2005",2005,"Makhkety","Vedenskiy",77,15,1,3,3495,8.15908908843994,2,2,-1,0,649,6.47543287277222,0,1.67599999904633,0.516409993171692,1,0,6,0,0,0,0,1,0,0,0,0,9,1,2.3025848865509,-1,1,0,0,6
146,"6/30/2005",2005,"Roshni-chu","Urus-Martanovskiy",107,14,0,2,4435,8.39728260040283,1,1,0,0,357,5.87773609161377,0,3.77500009536743,1.32840001583099,0,0,43,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,4
147,"7/7/2005",2005,"Eshilkhatoy","Vedenskiy",38,15,1,3,341,5.83188199996948,1,1,0,0,698,6.54821920394897,0,2.69400000572205,0.991027116775513,1,0,40,0,0,0,0,1,0,0,0,0,1,1,0.6931471824646,0,0,0,0,4
147,"7/7/2005",2005,"Trekhgor'ye","Shalinskiy",131,10,0,2,569,6.34388113021851,0,0,0,0,548,6.30627489089966,0,3.7039999961853,1.30941295623779,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,3,5
148,"8/23/2005",2005,"Eshilkhatoy","Vedenskiy",38,15,1,3,341,5.83188199996948,2,2,-2,0,698,6.54821920394897,0,2.69400000572205,0.991027116775513,1,0,90,0,0,0,0,0,0,0,0,0,2,1,1.09861195087433,-1,1,0,0,4
148,"8/23/2005",2005,"Gudermes","Gudermesskiy",54,4,0,2,33578,10.4216299057007,4,4,2,0,48,3.8712010383606,0,8.67399978637695,2.16033005714417,1,1,14,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0
149,"8/24/2005",2005,"Pamyatoy","Shatoiskiy",100,11,1,3,395,5.97888612747192,0,0,0,0,641,6.46302890777588,0,0.555599987506866,-0.587706685066223,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
149,"8/24/2005",2005,"Sredniye kurchali","Kurchaloevskiy",119,6,0,2,1195,7.08590078353882,0,0,0,0,719,6.57786083221436,0,0.925999999046326,-0.0768809989094734,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,8
150,"10/3/2005",2005,"Goichu","Urus-Martanovskiy",49,14,0,2,1800,7.49554204940796,0,0,0,0,369,5.91079711914062,0,0.710300028324127,-0.342067807912827,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,3
150,"10/3/2005",2005,"Khatuni","Vedenskiy",64,15,1,3,1613,7.38585090637207,0,0,0,0,614,6.41999483108521,0,2.16199994087219,0.771033704280853,1,0,90,0,0,0,0,0,0,0,0,0,2,1,1.09861195087433,0,0,0,0,3
151,"10/4/2005",2005,"Elistanzhi","Vedenskiy",36,15,1,3,1845,7.52023506164551,0,0,1,0,702,6.55393409729004,0,2.84699988365173,1.04626595973969,1,1,90,0,0,0,0,0,1,0,0,0,2,1,1.09861195087433,1,0,1,0,4
151,"10/4/2005",2005,"Regety","Kurchaloevskiy",106,6,0,2,2000,7.60090303421021,0,0,1,0,694,6.54247188568115,0,1.85199999809265,0.616266071796417,1,0,36,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,4,6
152,"10/4/2005",2005,"Bas-Gordali","Nozhai-Yurtovskiy",14,9,0,3,695,6.54391193389893,0,0,0,0,684,6.52795791625977,0,1.48160004615784,0.393122613430023,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
152,"10/4/2005",2005,"Eshilkhatoy","Vedenskiy",38,15,1,3,341,5.83188199996948,1,1,-1,0,698,6.54821920394897,0,2.69400000572205,0.991027116775513,1,0,90,1,1,0,0,0,0,0,0,0,3,1,1.38629400730133,-1,1,0,0,4
153,"10/4/2005",2005,"Borzoi","Shatoiskiy",20,11,0,3,4313,8.36938858032227,1,1,-1,0,919,6.82328605651855,0,0.925999999046326,-0.0768809989094734,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,3,5
153,"10/4/2005",2005,"Makhkety","Vedenskiy",77,15,1,3,3495,8.15908908843994,0,0,0,0,649,6.47543287277222,0,1.67599999904633,0.516409993171692,1,0,90,1,1,3,1,0,0,0,0,0,8,1,2.19722509384155,0,0,0,0,6
154,"10/6/2005",2005,"Avtury","Shalinskiy",12,10,1,2,10724,9.28023910522461,4,4,-1,0,247,5.5093879699707,0,5.23600006103516,1.65555799007416,1,1,37,0,0,0,0,1,0,0,0,0,3,1,1.38629400730133,-1,1,0,0,1
154,"10/6/2005",2005,"Staropomyslovskiy (Groznyy)","Groznyy",121,2,0,1,20864,9.94578075408936,7,7,-2,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,-1,1,0,0,4
155,"10/19/2005",2005,"Sovetskoye","Shatoiskiy",118,11,0,3,1103,7.00578880310059,0,0,0,0,526,6.26530122756958,0,1.66680002212524,0.510905623435974,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
155,"10/19/2005",2005,"Vedeno","Vedenskiy",138,15,1,3,1512,7.32118797302246,8,8,-6,0,702,6.55393409729004,0,1.3309999704361,0.285930514335632,1,0,6,2,1,2,1,1,1,0,0,0,3,1,1.38629400730133,-1,1,0,0,7
156,"11/9/2005",2005,"Oktyabr'skiy (Groznyy)","Groznyy",97,2,0,1,16520,9.712327003479,5,5,1,1,130,4.86753511428833,0,4.68400001525879,1.54415202140808,0,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,4
156,"11/9/2005",2005,"Starye Atagi","Groznenskiy",122,3,1,2,11205,9.32411575317383,0,0,0,0,273,5.60947179794312,0,3.66899991035461,1.29991900920868,0,1,90,0,0,10,1,0,0,0,0,0,7,1,2.07944202423096,0,0,0,0,2
157,"12/16/2005",2005,"Alkhan-Yurt","Urus-Martanovskiy",7,14,0,2,8040,8.99218463897705,0,0,1,0,165,5.10594606399536,0,2.62700009346008,0.965842485427856,0,1,48,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,4
157,"12/16/2005",2005,"Chechen-Aul","Groznenskiy",22,3,1,2,6281,8.74528408050537,2,2,-1,0,202,5.30826807022095,0,6.49200010299683,1.87057101726532,0,0,24,1,1,1,1,1,0,3,1,1.38629400730133,4,1,1.60943794250488,-1,1,0,0,0
158,"7/16/2000",2000,"Agishty","Shalinskiy",4,10,1,2,780,6.65929412841797,2,2,-2,0,455,6.12029695510864,0,4.78800010681152,1.56611299514771,1,0,90,6,1,11,1,0,0,8,1,2.19722509384155,1,1,0.6931471824646,-1,1,0,0,3
158,"7/16/2000",2000,"Bas-Gordali","Nozhai-Yurtovskiy",14,9,0,3,695,6.54391193389893,0,0,0,0,684,6.52795791625977,0,1.48160004615784,0.393122613430023,1,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,6
159,"3/31/2001",2001,"Kharsenoi","Shatoiskiy",63,11,0,3,1800,7.49554204940796,1,1,-1,0,796,6.67959880828857,0,1.48160004615784,0.393122613430023,0,0,90,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,-1,1,0,2,5
159,"3/31/2001",2001,"Mayrtup","Kurchaloevskiy",82,6,1,2,6348,8.75589466094971,0,0,1,0,201,5.30330514907837,0,3.24399995803833,1.17680704593658,1,0,69,7,1,8,1,1,0,0,0,0,0,0,0,1,0,1,0,2
