"district","CDU","SPD","AfD","Die.Linke","Grune","FDP","unemploymentrate","migrantfraction","catholicfraction"
"Dortmund II",28.1438307409313,38.7894762807547,10.6237974754914,8.62787108232492,6.37611090359365,6.36483448329328,12.62,28.9,27.6
"Unna I",31.7649027680155,38.8392408876393,9.07587776550524,5.38742176255983,6.42634802691033,6.44977742075844,7.79,23.2,29.1
"Hamm – Unna II",35.207596131163,36.3971455531965,10.447039396084,5.86282142014626,4.379570653456,5.87284736966266,9.48,26.5,39.1
"Soest",42.6664888775516,29.2528798937903,8.8765080671811,5.65601284719605,5.48382795424636,7.93094052374354,5.73,20.4,54.6
"Hochsauerlandkreis",47.9549445653029,26.8963122166016,7.28317563494352,4.22771472754436,4.24344088276151,8.44822163394753,4.45,17.4,68
"Siegen-Wittgenstein",40.127444025439,30.2175509340502,9.78792517641788,5.94531356955283,4.28443415599447,7.30625147792754,5.11,20.2,21.1
"Olpe – Märkischer Kreis I",47.8628283364288,26.3319182807111,8.82594852746086,4.77381268240913,3.42995489519766,8.77553727779252,5.18,23.1,44.4
"Märkischer Kreis II",37.8029727218985,38.6284942150156,12.0879869712815,7.82098921825296,3.77009261605157,10.7120738676351,6.6,28,36.6
"Nordsachsen",32.8131709579347,13.9636544770608,26.8288703000739,17.1936996513166,2.63745512633333,6.56314948728079,8.9,2.7,2.9
"Leipzig I",27.4851824730718,16.4804696545811,20.4672762662961,19.4846567403318,5.46636875144733,5.67853946437848,9.28,8.1,3.5
"Leipzig II",24.6358866857482,13.6983776872974,14.956145150051,25.3096906836519,9.94695953144707,5.78953127429582,8.41,8.1,4.5
"Leipzig-Land",34.0565764813906,11.4593160006541,28.656151340201,15.5975246217124,3.91117316327686,6.31925839276505,7.04,2.8,2.7
"Meißen",36.6548962191026,8.93251094784124,30.9852063361666,12.6703457596576,3.34563378228868,5.29471389862398,7.22,3.3,3
"Bautzen I",30.5758905247786,9.96745705527265,33.2145757142767,15.2467158063034,2.04321854129555,5.82059206757854,7.66,3.2,9.6
"Görlitz",31.4070727912986,10.9352930072707,32.4361619725186,13.5721306246786,3.25064602847082,4.98662379337503,10.83,4.5,5.2
"Sächsische Schweiz-Osterzgebirge",28.8204868285963,7.21145723679936,37.3978192782045,14.6951797990825,2.97152585545895,6.4537928704173,6.75,2.9,3
"Dresden I",24.5480568520949,13.2125198633512,22.3515993112193,21.0404797103134,6.51019605888965,7.52454196634719,6.92,7.3,4.3
"Dresden II – Bautzen II",25.5501765330214,11.1491974787186,22.3086836918145,17.5422921134143,8.57322329802673,6.95410141443022,7.46,6.6,4.1
"Mittelsachsen",32.4396133640956,11.9629776614851,31.496566151197,13.9795650682398,3.11030692756294,5.81904524877747,6.95,2.6,2.2
"Chemnitz",26.5527214272466,15.3970336683452,24.0123104824583,19.3924447161788,4.22966743836172,6.55093530813989,8.49,6.5,2.1
"Chemnitzer Umland – Erzgebirgskreis II",35.1296967036183,10.3471993560897,26.6249588409615,16.9575238722423,3.37248015219698,7.56814107489116,5.74,2.5,2
"Erzgebirgskreis I",34.6805505451032,8.99680214250338,30.242682531627,15.1638366952619,2.65000275150263,7.22666878634276,6.94,1.8,1.7
"Zwickau",33.7227305696591,12.7064386542432,12.0879869712815,25.7218378619651,4.54095296546337,13.3766668526474,6.66,3.1,3
"Vogtlandkreis",34.9856762111084,11.0663740147941,25.9574134515343,15.544517765774,3.76979319584396,5.58128928352551,6.78,3.5,2.4
"Waldeck",33.6104040159843,35.0836900410984,10.9771185597065,6.11499025867831,5.73244784482146,7.0606806126367,4.55,15.9,14.8
"Kassel",26.87755645376,35.5495316697727,9.98378391461142,8.75668610983372,9.36055376721446,5.9049543771329,7.08,24.7,14.3
"Werra-Meißner – Hersfeld-Rotenburg",29.9481051917669,41.1729293514292,12.5035244271377,5.54840086262736,3.99003253903541,5.0271666653966,4.94,14,10.9
"Schwalm-Eder",30.4120541205412,37.6628368556413,12.0184781393268,5.48962875992396,5.59166387118417,6.49809907189981,4.3,14.7,11.8
"Marburg",33.3840801895182,35.7224668663342,10.2271514651376,8.1960915435344,6.39481528381484,4.29972895487561,3.43,18.9,18.3
"Lahn-Dill",38.2960870049756,29.7430888339681,11.7160407229437,4.66491415535292,5.84032043423822,6.28675193224206,5.18,22.2,14.6
"Gießen",35.0950936315898,28.1534412807486,11.5245440257319,6.30261827308503,8.29586851371273,7.70069568819523,6.25,22.2,15.9
"Fulda",45.165240215255,20.1823513528788,8,4.81497993758359,5.5691258563418,5.29660351767314,3.14,16,53.5
"Main-Kinzig – Wetterau II – Schotten",36.415627622146,28.3088722380062,14.8466826632907,5.89348014897469,5.40695705936907,6.12827722247575,4.39,22.5,27.2
"Hochtaunus",39.9136275726298,23.0148552256705,10.4499545955538,5.93099910577503,8.93115854123486,10.3653844820774,3.81,22.9,26.9
"Wetterau I",36.437799899212,29.0481372470257,10.9457278284558,4.90720926665742,8.30259784839433,8.06815609000811,4.4,19.1,22
"Rheingau-Taunus – Limburg",41.7642321026276,25.3504768352613,10.1781274439996,5.48273004237239,7.00895306353523,7.61827498861899,4.48,17.8,39.7
"Wiesbaden",34.2908294917515,28.5531008089067,10.450552317996,7.65199617291467,8.93204024238207,7.02574584674263,7.45,33.8,22.9
"Hanau",35.3296632565747,30.4295807177095,12.8041254287856,5.84284297170204,6.09878917756457,6.37366631581339,5.15,24.6,24.3
"Main-Taunus",41.9426466320982,21.7812850888813,9.66339906387596,4.97457830261282,9.12027049190669,10.8650946847836,3.6,25.7,30.6
"Frankfurt am Main I",30.5735203538832,27.0423875916905,9.01436250629935,9.69959124251078,10.9160647292682,9.2117419788342,7.12,44.2,22.9
"Frankfurt am Main II",32.3761337187146,25.9370218154743,7.64039937385309,9.10082255066924,13.4967490780749,8.1358058710067,5.9,44.2,23.5
"Groß-Gerau",35.1246016644123,32.3574589055228,11.313876980215,6.67064047013152,6.78374103028497,5.62293190276409,5.81,32.1,21.7
"Offenbach",36.379560955611,24.9133465021803,11.210912750177,7.72427416048601,8.84921670207347,7.71495658007529,6.74,36.8,25.6
"Darmstadt",30.6822369875852,29.7382248570556,9.0894731854223,8.50242715890783,14.1886128865817,6.18635947223772,5.01,26.9,20.6
"Odenwald",36.1054130897452,29.0171967201395,11.7401848908638,6.12526603496538,7.79984271627887,7.22570213982853,4.47,25.1,29.6
"Bergstraße",38.8841910808139,26.9344850913254,12.4577197273248,5.53676432325545,7.64102097101525,7.61825467034397,3.68,18.2,37.8
"Eichsfeld – Nordhausen – Kyffhäuserkreis",38.0060868172353,14.3008169149447,21.4012493993272,15.279833413423,2.55774467403492,4.89059746916547,7.87,2.8,28.8
"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis",34.4315398102438,15.2165533020804,21.1709919297678,15.4814160832639,3.14913142416593,5.02244494460264,6.81,3,11
"Jena – Sömmerda – Weimarer Land I",29.2242191178779,14.1703290953801,19.2611050070633,21.3748495788207,4.9344686862345,5.84745984408518,6.46,4.1,4.2
"Gotha – Ilm-Kreis",29.0006868131868,18.6284340659341,23.9010989010989,15.5714285714286,3.30288461538461,6.02678571428571,6.66,4,3.6
"Erfurt – Weimar – Weimarer Land II",27.3046696077722,18.2360598828379,17.453171331453,18.6513102384224,7.06468021503821,6.01178852968829,7.67,6.6,5.3
"Gera – Greiz – Altenburger Land",30.4270667018918,11.8465638245328,27.3136608506875,18.7074282957535,2.09742818088882,5.57782653143271,8.77,3.1,2.8
"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis",30.8905593971998,11.6639010765133,26.5106913188027,17.0824893854485,3.38071251837986,6.09532133008155,6.28,2.4,3
"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg",33.5502828091381,13.4460993795483,22.848236689494,18.2475965693374,2.62902235652428,4.85931064900078,4.75,2.5,2.7
"Neuwied",43.1760798087821,28.614792454524,9.51264125324027,5.34153266077901,5.30169559996858,6.11583046244656,5.21,20.6,43.5
"Ahrweiler",42.78742989311,27.3695961709438,8.76177361240165,4.53898243901787,5.75829082911634,8.67687659181914,4.08,16.1,64.6
"Koblenz",41.336429343194,28.7096752545148,8.15655430208914,5.16143320202135,6.22244293968821,6.52913582401063,5.06,19.7,53.5
"Mosel/Rhein-Hunsrück",44.1116907950704,25.2019483403724,8.17580233529824,5.28039388395781,4.86708674932809,8.69525938975089,3.95,15.6,58.7
"Kreuznach",36.9885980128173,31.4792100621993,10.8242671447131,5.52317775052075,4.89900786018594,6.7795010995551,6.33,17.7,28.8
"Bitburg",51.2284735733466,25.7408628258108,7.11035358813976,5.45657731826148,NA,6.99699313405477,3.52,13.7,77
"Trier",37.907297539809,33.6712692014089,6.9734427941984,6.59041904940471,6.45850352890758,5.29670947782882,4.15,15.3,72.3
"Montabaur",43.3158786870577,29.812157759756,12.0879869712815,6.98563930004978,5.18283269374972,9.16337422887641,3.69,17.5,41.3
"Mainz",35.6806972704219,28.0250993390707,7.26523032687047,6.45254687406402,10.8284578982049,6.9357640622192,5.36,24,38.8
"Worms",41.0858277702008,26.6599669801163,11.3063192400641,5.1073146220659,6.74754145431053,6.01536142416194,4.85,20.3,28
"Ludwigshafen/Frankenthal",32.1553949244189,31.8765582511163,14.5133232432976,5.64079053964944,5.46117952936891,7.47709331608398,6.47,30.6,29.5
"Neustadt – Speyer",40.0033385522196,25.3436406336342,11.8622214035734,4.72577822803463,7.57390863879167,6.75653895745073,4.34,18,34.6
"Kaiserslautern",31.3042451437681,33.9363523646455,12.625022140875,7.24862726574954,5.08354490169452,5.46554879848852,6.31,19.6,25.2
"Pirmasens",36.8345029947365,28.7419081614133,12.8501421743602,6.07795389920745,4.18960614677234,6.70185734164196,6.4,13.7,41.7
"Südpfalz",40.3431784892852,26.0136824334261,12.3112488896994,4.71532185483444,7.94122318366579,6.00003529432526,4.02,17.9,44.1
"Altötting",NA,12.3286361789751,13.1013167432709,4.82646550419398,6.07390649768594,5.63180576244454,3.39,19.8,69.9
"Erding – Ebersberg",NA,14.8730276134122,10.2866124260355,3.95586785009862,10.2311390532544,7.32864891518738,1.87,14.7,58.4
"Freising",NA,13.4551620602879,12.5403665662228,5.00329412781216,9.41688537515256,7.2411409562691,1.88,16.9,61
"Fürstenfeldbruck",NA,18.7305193089968,10.2218817687147,4.06624755665909,9.10824660573723,7.21749696233293,2.46,19.3,51.8
"Ingolstadt",NA,13.5901047289706,12.9982298557031,4.83200070148133,6.31059182007004,5.10382471735235,2.12,24.6,62.2
"München-Nord",NA,26.0472955362883,7.42388175536752,6.03096276475596,13.1386142627955,9.65428966923242,5.76,34.3,35.5
"München-Ost",NA,21.2312532322013,7.37426736769523,6.27370280986037,15.3335631787623,8.90525340458542,4.62,34.3,36.2
"München-Süd",NA,23.5450407099292,7.63658048403191,7.44587262131795,13.7711151391341,9.0394346072776,4.93,34.3,36.9
"München-West/Mitte",NA,23.0562597935354,6.66611137429656,7.06904540035712,16.3406926925259,9.04883622866246,4.21,34.3,38
"München-Land",NA,16.2859590263402,8.38338619051018,3.93114630390667,13.7095540621845,9.34246351835045,2.7,22.7,42.7
"Rosenheim",NA,11.8327070210062,12.9730460407148,3.8032928708535,9.35791721863257,7.43356132904377,2.96,16.9,61.3
"Bad Tölz-Wolfratshausen – Miesbach",NA,11.2688181873591,9.90811848601207,5.27366368013653,13.5673797769245,8.15353202901201,2.66,17,57.6
"Starnberg – Landsberg am Lech",NA,16.6840286672245,8.87852861314617,3.98073671806957,11.8761776274969,9.61570207945535,2.75,15.5,49.4
"Traunstein",NA,16.114282843128,10.2223980806311,4.48627362312287,8.14601272461201,5.67394594866191,3.5,19.4,67.5
"Weilheim",NA,14.8243359040274,10.0595318630767,4.6821208977886,9.06958913994498,7.04385213247343,3.31,13.6,60.9
"Deggendorf",NA,17.4099601324414,7,4.18524900331103,4.51212919791878,3.97577539022907,3.21,10.9,81.2
"Landshut",NA,13.5795303013664,12.5911864832217,3.5904596060221,6.5434635960027,8.52328883171485,2.99,17,69.7
"Passau",NA,18.9065236763667,14.0798328365547,4.79826690839812,5.56801769965891,6.0688934640322,4,12.7,78.2
"Rottal-Inn",NA,14.450214128412,14.9792372640321,3.94288825503628,4.92535979261643,7.01057233639695,3,14,77.5
"Straubing",NA,16.8085405472948,15.0435774084718,3.72126077720855,3.59318380607272,4.42724603273772,3.77,10.7,79.4
"Amberg",NA,15.2401606234286,11.1941899121814,4.44514614587181,6.91765070362118,4.99982126473077,2.65,12.6,68
"Regensburg",NA,16.6900285421174,11.8195853774974,5.97251424566536,9.31783323683863,6.22340047333191,2.77,18.8,67.1
"Schwandorf",NA,24.1773369288503,12.0879869712815,4.98406532274793,3.87963818539541,4.64651417149107,2.94,8.7,82.7
"Weiden",NA,22.320864375707,12.0879869712815,4.42875531458439,3.55033740297227,4.11046534305886,4.18,9.9,76.3
"Bamberg",NA,20.449026600247,11.5191419096119,5.20626639099727,9.15536930911513,6.4967322075291,3.15,12.5,63.1
"Bayreuth",NA,21.2273498311641,9.38822746080312,4.33979612866406,7.08318140744146,6.63295232961841,4.09,13.7,34.4
"Coburg",NA,26.4331262531637,10.4797357262597,5.18439996055616,5.85905400519344,4.83433586431318,3.7,11.7,31.5
"Hof",NA,23.5512860241711,11.8368255027691,4.41229052942719,4.71581924944181,3.74881806552089,4.49,13.4,20.1
"Kulmbach",NA,16.0787892842982,11.5932162815228,3.78311252085313,4.39879407210132,4.02549505135667,3.39,9,53.2
"Ansbach",NA,18.3548295887074,10.5471213867803,6.07803901950975,7.58313939578485,4.16566979141745,2.98,14.4,26
"Erlangen",NA,21.0365729352125,7.93025183816034,5.86648364343087,10.9949849821281,5.92084698079615,2.93,20.4,36.6
"Fürth",NA,22.867613097081,10.6425203404713,6.75004187370889,9.68830733779648,5.38825810446602,3.91,20.5,23.4
"Nürnberg-Nord",NA,25.5777205826542,9.24490936566315,10.0129034038765,12.7398687578921,7.16173416227928,7.12,36.4,25.6
"Nürnberg-Süd",NA,26.4939735986225,13.2159938779415,8.24335182705185,7.77731012052803,5.84044384924431,6.2,34.6,29.4
"Roth",NA,20.5868299887065,10.2749543914517,4.82473286421684,7.85390061680132,4.66075927373816,2.63,12.3,33.4
"Aschaffenburg",NA,16.5612988595073,10.4912730251412,4.78180812557322,9.19955472474848,7.9645460082754,3.7,19.7,61.8
"Bad Kissingen",NA,19.1181158137064,10.4893453751254,5.35446549790449,7.07632371170533,5.61182928988844,3.21,10.9,66.5
"Main-Spessart",NA,22.6216297974499,9.06036596747099,4.84330851070677,7.11210086954283,4.95079456004737,2.54,15,66.9
"Schweinfurt",NA,17.0778505218124,11.1473390808323,7.83755752900758,7.43242367278149,6.16322032799637,3.39,16.5,55.2
"Würzburg",NA,18.715695522421,7.6549665988162,5.58800977487988,13.9876765904866,8.04221071154727,2.92,16.3,58.5
"Augsburg-Stadt",NA,19.3118046991948,13.3009766359146,8.47384976556781,13.8892002927929,6.06094577395594,5.61,34.9,46.3
"Augsburg-Land",NA,14.0990803735285,12.3211696594239,3.66633883216563,7.4949050462855,6.07085280906851,2.5,15.3,64.8
"Donau-Ries",NA,18.1363177013629,12.8349220222325,4.23142053369022,6.44306667030836,4.99959030945293,2.09,13.7,65.2
"Neu-Ulm",NA,14.6496568089329,13.6461417340297,4.35503365379284,9.15416431034674,5.97729062018341,2.51,20.4,59.4
"Oberallgäu",NA,12.2440010045891,9.60410055024087,4.71700267129386,9.22509646338957,6.99901824242563,3.31,17.5,58
"Ostallgäu",NA,11.380392652511,12.6485085945399,5.34683602965959,8.70829120323559,5.59645685877991,3.18,16.1,62.6
"Stuttgart I",32.0127259290805,12.8455478036499,6.66733469443992,6.5189072735699,29.7042724551273,8.3914726254744,4.33,38.6,24.5
"Stuttgart II",33.4743053133357,18.4847692128822,10.4123067085223,8.94300081385885,15.8331880013952,8.66469015230787,6.35,38.6,25
"Böblingen",38.767957422058,19.5888387319268,11.2338441107891,5.00877603858369,11.9446774998842,12.7991187930759,3.21,30.8,23.6
"Esslingen",40.0120794559771,19.1601049868766,10.7298377475543,5.85480792173706,15.2864769744691,8.69198878549272,3.55,26.9,25
"Nürtingen",39.4296573373585,19.0370806923012,11.9270413624719,4.79775807945347,14.7577066018787,9.85591090049673,2.96,27.1,21.3
"Göppingen",37.5698561167012,21.946447950272,14.4584628332238,4.42502048620595,12.1226662335649,9.22137652539182,3.5,26.9,34.3
"Waiblingen",36.8228018162545,19.2157907566026,12.3934991241844,4.88982863491812,12.2115335559247,13.360014058399,3.2,24.8,23
"Ludwigsburg",38.280020975354,17.8469144908579,11.6159666238324,5.4668456870869,14.2344283927923,10.1943677717144,3.24,29,22.9
"Neckar-Zaber",39.9661529754908,19.699294762962,12.5843454790823,4.58893822645945,12.5288407122023,8.7833572765661,3.13,27.8,20.6
"Heilbronn",35.2737500341334,23.1856038884793,15.6052538161164,4.6137462111903,8.14833019305863,9.59340269244423,4.3,31.8,27
"Schwäbisch Hall – Hohenlohe",40.4599965786353,18.5113524418515,13.4860756357544,4.30148121493839,12.6189366634616,8.37998383700147,3.12,24.2,23.7
"Backnang – Schwäbisch Gmünd",41.2431097031701,20.008012404389,13.1952430058387,5.62277896892226,11.2885875169707,8.07323931122998,3.98,23.2,34.6
"Aalen – Heidenheim",46.3949207258493,20.9878090259752,11.0064863381131,5.17832954416617,9.61672723366929,6.09727717011869,3.88,23.2,46.7
"Karlsruhe-Stadt",28.578379389932,23.6292183893706,9.99376208595846,7.5541139043104,17.6115027134926,8.63389682490175,5.28,30.5,31.8
"Karlsruhe-Land",40.4537417208619,19.7092936134504,11.695387658465,4.57158270147151,11.4352503970989,9.0736356280157,2.92,20.7,36.3
"Rastatt",44.07001820835,19.03741105673,12.1724756899157,4.59857690767979,10.9450262794271,7.19423531386805,3.75,24.3,54
"Heidelberg",32.6748062714003,26.0277752748243,8.90081546224545,6.05458190664985,16.7051495765003,6.62788340241485,4.47,25.7,28.6
"Mannheim",29.3250380512166,27.9124085543343,12.5067510222977,7.35984176305139,13.1436266842485,6.89831732961121,5.61,36.4,29.8
"Odenwald – Tauber",46.8510213322912,19.1357909820049,13.5530453877217,5.22358896105104,6.87918318228905,7.08326354901341,3.39,18.1,50.9
"Rhein-Neckar",37.4277868449004,23.889277479858,13.0670189891454,5.18768943809746,9.57941504106111,8.14162845522137,4.26,21.1,35.2
"Bruchsal – Schwetzingen",41.4598607218572,19.4825311603668,14.4135156244872,4.60497384432615,8.29696042846735,6.73090176362097,3.81,20.9,46.9
"Pforzheim",36.4364858921137,19.0460984147833,15.7690198890168,4.65683764031066,9.64987859324822,11.9056943682933,4.41,31.1,23.3
"Calw",43.2878319502758,16.8741802171148,14.1230053322963,4.50312094228069,8.75577555580456,9.32855250235636,3.4,23,24.2
"Freiburg",28.0167487190352,22.6609499489844,7.2386357934176,7.34401222143546,25.7085031529296,5.32178838852122,5.21,25.3,40.6
"Lörrach – Müllheim",39.410520795928,21.0769309690327,9.60482891879414,5.0472233146948,14.9587045365161,8.70368153759341,3.17,22.1,34
"Emmendingen – Lahr",37.5561286134204,23.7276011517261,10.8362036319045,5.22424395433971,11.1427695525941,8.58144134071496,3.3,18.1,47.8
"Offenburg",48.1298219343078,17.273348741821,10.3512484130343,5.37973241316449,12.6189003548293,6.24694814284319,2.97,21.2,54.1
"Rottweil – Tuttlingen",43.0279760833483,15.900440604982,13.0268429086595,3.88278974276935,9.53133228014745,10.8351497457023,2.76,26.4,48.7
"Schwarzwald-Baar",47.0164459321787,16.7143711897023,11.3746988146639,4.32251491777034,9.77134170992416,8.43965782111612,3.32,26,46.9
"Konstanz",44.7561045530123,16.7997044077644,9.55387232199168,7.00375223764596,13.402941907207,7.29998152548527,3.8,23.8,47.8
"Waldshut",41.8545586482144,24.0805325395591,9.17209054357243,5.01069966160932,11.8688495457272,6.22135341463595,2.96,21,56.6
"Reutlingen",40.7521036180305,15.0170407501781,12.0042617921349,6.23222916118432,14.3187230027663,9.9689993132353,3.46,26,22.5
"Tübingen",35.6868298604087,17.2737962775642,8.65049059275743,8.76365567469148,19.0882308314789,7.90638276350395,3.14,22.4,34.4
"Ulm",42.6626841169228,20.2083998358338,10.6770714578868,4.61888367002599,11.9647498745953,8.07834374572484,3.29,25.3,40.6
"Biberach",44.4525592336906,16.9467550239087,11.2547855901844,3.77235197343133,13.5218868678793,7.51472193606913,2.4,19,65.5
"Bodensee",41.3613567909508,18.0063479906621,10.3674028470223,5.29121959481851,13.8521698787107,8.83637354463845,3.04,22.4,51
"Ravensburg",38.5426892499136,12.4147943311441,9.44970618734877,5.43380573798825,20.1963359834082,10.14379536813,2.7,20.1,60.9
"Zollernalb – Sigmaringen",44.9690210656753,14.3705809461331,13.5629419053867,4.70150885633064,12.747284787521,9.25431882790291,3.32,22.3,49.8
"Saarbrücken",31.4278241957907,32.1332709328415,8.91271731200705,13.2568927308015,6.04412999490702,5.28018279673499,10.59,20,49.9
"Saarlouis",38.0306301401085,32.0730109085844,8.99847419103635,10.8490715357489,3.50239634312341,3.8423795022444,5.2,16.1,76.5
"St. Wendel",41.7864195217573,30.3593306331887,8.39230891191859,9.78826446042751,3.37061646896035,4.69450410066447,4.69,13.1,68.8
"Homburg",33.5621886381714,31.4096928594354,11.0018001423368,10.9717977700562,4.97411423228813,5.14156933338915,6.81,15.5,53.5
