"shareself","shareblue","sharewhite","sharedomestic","shareunemployed","nvoter","nazivote","sharenazis"
11.11227,32.83487,16.06147,9.81696,30.17443,273428,92055,33.6669982591395
13.51032,29.72359,10.02076,25.84508,20.90025,65811,32967,50.0934494233487
14.05829,27.09893,25.71782,10.47467,22.65029,22593,8896,39.3750276634356
15.95809,33.71702,13.08146,23.64523,13.5982,127101,32678,25.7102619176875
16.31753,24.42966,6.93728,40.74097,11.57456,18257,11251,61.6256778222052
19.19373,26.12225,8.05078,31.81312,14.82012,32838,16589,50.5176929167428
19.45937,25.01019,7.39021,36.8777,11.26253,61183,36011,58.8578526714937
20.13564,24.44968,9.11354,33.64969,12.65145,119116,41647,34.963397024749
17.41062,26.89212,8.93179,33.7262,13.03927,29179,15773,54.0559991774907
19.63918,25.1963,7.39858,36.9929,10.77304,26779,13862,51.7644422868666
23.05883,17.77941,5.40441,45.70588,8.05147,15637,5282,33.7788578371811
15.70868,29.95537,7.82778,27.90733,18.60084,87826,40877,46.5431648942227
12.78362,24.23239,29.83065,8.45322,24.70012,127535,55134,43.2304857490101
19.38039,23.63992,11.87685,35.40083,9.70201,61157,32748,53.5474271138218
21.82635,23.75572,6.41839,39.8478,8.15174,30213,17024,56.34660576573
16.15417,32.07361,5.65232,38.48646,7.63344,26346,18656,70.8115083883701
18.95182,25.03392,7.58925,36.00574,12.41927,159699,92731,58.066111872961
15.64374,26.3164,21.63124,13.69683,22.71179,602938,232944,38.6348181736762
21.21947,16.76171,5.58882,38.33761,18.09239,28513,13387,46.9505138007225
21.12108,23.79794,9.47806,32.26064,13.34228,32293,16205,50.1811538104233
24.46209,17.9252,5.6916,40.47644,11.44467,23930,13431,56.1262014208107
22.09046,17.18782,6.06152,39.47063,15.18957,76073,25814,33.9331957461912
16.75024,25.1638,20.07819,13.0649,24.94287,150477,56464,37.5233424377147
15.72626,39.697,10.67053,19.06685,14.83936,42628,7527,17.6574082762504
19.69174,27.78943,10.81561,26.43763,15.26559,117736,32563,27.6576408235374
16.29014,24.51263,25.27272,12.17538,21.74913,70314,18277,25.9934010296669
19.0528,29.73235,10.43754,26.29834,14.47897,54447,23335,42.8581923705622
12.4678,39.46947,14.04736,12.6233,21.39207,68928,14128,20.4967502321263
12.78651,26.90047,24.78991,7.54323,27.97988,553806,146845,26.5156029367685
17.86274,26.5967,11.43547,23.05317,21.05192,168600,41021,24.3303677342823
11.38,44.79866,11.14608,10.80194,21.87332,126571,25052,19.7928435423596
13.12842,29.47971,23.35093,8.3485,25.69244,117056,27717,23.6784103335156
14.83002,33.23049,13.49739,16.8039,21.6382,77135,14467,18.7554287936734
20.58118,35.64583,7.46406,26.99627,9.31266,92858,25366,27.3169786125051
19.62348,31.41215,9.24997,26.69926,13.01514,31622,8362,26.4436152046044
22.23056,20.89788,6.1969,38.04764,12.62702,13679,3376,24.6801666788508
22.30562,17.54052,7.2821,41.57517,11.29659,31900,8658,27.141065830721
22.74487,19.15499,8.44419,34.06848,15.58747,105587,25716,24.3552710087416
15.60592,24.24406,9.82651,28.61341,21.7101,56088,19073,34.0054913707032
28.03735,11.61234,5.5108,47.18883,7.65068,26588,9325,35.0722130284339
17.35591,23.41809,19.54484,17.0872,22.59396,93859,29570,31.5047038643071
21.01191,24.78534,11.85885,30.59991,11.74399,71151,26731,37.5693946676786
18.47028,28.11336,11.49637,26.65817,15.26182,71019,21382,30.1074360382433
26.08661,17.52808,8.62771,40.72928,7.02832,28335,9066,31.9957649550026
25.97303,14.39961,5.05218,49.31249,5.26269,24290,11822,48.670234664471
31.30152,13.49588,5.47322,44.27134,5.45804,22552,10833,48.0356509400497
27.65582,14.32532,4.70661,47.59125,5.721,33176,14555,43.8720761996624
25.60647,13.6249,4.99957,50.10347,5.66559,61012,20549,33.6802596210581
16.54418,18.62392,4.48006,40.95387,19.39797,16384,2719,16.595458984375
25.19506,13.31241,4.75568,52.63938,4.09747,23115,5664,24.5035691109669
22.03096,17.19035,5.38707,47.86885,7.52277,24526,8580,34.9832830465628
21.27647,15.88739,4.03359,44.78104,14.02151,21335,9876,46.2901335833138
17.46852,22.17094,14.28606,30.28297,15.79151,111442,33374,29.9474165933849
11.80217,28.21761,24.69374,7.97826,27.30822,371393,116679,31.4165856653195
8.32703,34.86745,19.59121,6.54421,30.6701,453019,119781,26.440612866127
10.02241,36.23067,15.73023,8.88492,29.13177,507831,160062,31.5187532860341
13.20064,32.507,17.89661,6.99079,29.40496,486041,194112,39.9373715386151
12.15652,40.65384,15.23886,7.97132,23.97946,163467,52388,32.0480586295705
14.56774,35.19236,15.90447,12.29156,22.04387,213453,64349,30.1466833448113
13.67093,36.31472,11.53156,20.25001,18.23278,240603,79236,32.9322577025224
9.63885,35.13817,18.29423,8.01219,28.91656,92355,31253,33.8400736289318
14.51799,34.95613,13.15098,16.50881,20.86609,103347,32654,31.5964662738154
8.01433,35.11198,15.59545,6.98824,34.29,122458,34020,27.7809534697611
16.31223,28.25985,14.70057,24.55623,16.17112,53524,17823,33.2990807861894
20.01609,35.76075,5.86066,28.41145,9.95105,18607,7595,40.817971731069
26.63691,23.50175,4.81129,40.67286,4.37719,17828,6041,33.8849001570563
19.88787,35.0977,8.90832,29.17695,6.92916,28416,6381,22.4556587837838
19.07008,36.09045,12.40704,24.1127,8.31973,18585,7111,38.2620392789884
20.79351,30.67904,7.71838,31.47922,9.32985,20696,5176,25.009663703131
22.50543,30.12745,5.69475,34.52285,7.14952,18922,7451,39.3774442447944
26.0115,24.83219,3.60838,41.17189,4.37604,28903,8925,30.8791474933398
20.72631,29.34035,6.74386,35.49474,7.69474,32821,9985,30.4225952896012
21.79161,34.77297,4.51597,34.03399,4.88546,13141,3809,28.9856175329123
20.00523,29.86409,10.27705,29.87977,9.97386,22880,6782,29.6416083916084
19.18937,34.95883,12.82457,23.40722,9.62001,24326,9822,40.3765518375401
23.09938,24.02149,3.62876,39.0142,10.23617,17454,5629,32.2504869943852
12.64253,32.10154,26.18394,11.21931,17.85268,17851,6153,34.468657218083
22.80549,24.61345,11.80747,36.10101,4.67258,22510,9255,41.1150599733452
22.22275,31.22737,5.35872,35.38221,5.80895,23727,5972,25.1696379651873
19.71275,38.09772,7.90593,24.46845,9.81515,30020,12072,40.2131912058628
24.27042,33.51753,5.79347,30.50423,5.91435,27217,7383,27.1264283352317
14.93691,27.39887,26.50488,8.87258,22.28676,580782,197232,33.9597301569263
31.33987,19.50378,3.86917,39.03666,6.25052,23638,10193,43.1212454522379
20.22414,33.69823,5.58483,34.4404,6.0524,32642,12529,38.3830647631885
14.61858,31.35432,25.22684,11.44841,17.35185,13404,4349,32.4455386451805
25.74294,26.90193,5.5052,38.90788,2.94205,15372,5059,32.9104865990112
24.57019,23.26729,4.67967,43.58184,3.90101,13506,4270,31.6155782615134
18.8177,31.14886,13.21386,26.5882,10.23138,20249,7680,37.9277989036496
19.45049,36.7416,9.76553,26.14616,7.89622,15225,6151,40.4006568144499
21.47015,33.75984,6.94133,31.2584,6.57028,38113,10904,28.6096607456773
22.84383,26.5931,6.01963,40.78513,3.75831,24209,8073,33.34710231732
17.87609,37.10548,8.59185,28.41921,8.00737,27662,8498,30.7208444797918
21.02001,30.44971,8.16515,33.50641,6.85872,13783,5758,41.7761009939781
20.64393,33.04408,7.65176,30.81789,7.84234,28285,9201,32.529609333569
10.83351,39.56499,21.89425,7.47821,20.22904,121306,35103,28.9375628575668
25.1429,22.55266,7.13915,39.82892,5.33637,28079,12115,43.1461234374444
24.80394,23.19243,6.45562,41.96155,3.58646,22880,10172,44.458041958042
23.95175,23.72918,6.0382,38.69184,7.58903,15683,7212,45.9860995982911
25.00466,23.64374,7.00503,38.55798,5.78859,24433,10353,42.3730200957721
25.52618,22.64999,4.74871,41.74219,5.33293,15231,5123,33.6353489593592
24.08676,26.75133,6.05486,39.99838,3.10867,38998,17314,44.3971485717216
20.10377,33.55984,11.31743,28.83217,6.18679,44569,16751,37.5844196638919
26.45676,19.75086,8.57439,42.02076,3.19723,16022,6298,39.3084508800399
21.12841,30.27034,11.70008,29.7485,7.15267,32403,13656,42.1442459031571
22.37522,28.56939,8.30754,33.61084,7.13701,31964,13759,43.045300963584
25.3158,22.39142,6.72694,42.52898,3.03686,24961,9196,36.841472697408
20.55122,30.25764,11.62373,28.99441,8.573,23891,10359,43.3594240508978
25.08091,26.04301,5.54644,39.4192,3.91044,24028,11380,47.3614116863659
26.86986,20.28127,7.29402,41.84227,3.71258,24830,13264,53.4192509061619
23.79,26.82845,4.28207,39.74186,5.35762,15865,6032,38.0208005042547
20.33115,34.81532,7.85305,32.35552,4.64496,29700,14215,47.8619528619529
27.59047,19.82815,3.53164,45.955,3.09474,14173,7464,52.6635151344105
29.9143,18.43987,2.20536,46.40537,3.0351,19281,5835,30.2629531663295
23.84019,22.45479,8.28622,36.64582,8.77298,32109,9206,28.6710891027438
27.57713,23.70877,4.44539,40.40749,3.86122,15648,5747,36.7267382413088
26.77074,24.4716,3.36802,42.20716,3.18248,26169,8871,33.8988879972487
27.90789,12.26314,4.07152,36.79914,18.95831,12742,3803,29.8461779940355
24.5055,31.26374,3.26673,36.43856,4.52547,21056,10383,49.3113601823708
24.6304,21.11576,4.89261,38.37099,10.99024,21218,7499,35.3426336129701
24.78802,20.9511,3.94997,37.9381,12.37281,17004,5499,32.3394495412844
25.83774,25.95984,3.79189,39.65541,4.75512,15927,3402,21.3599547937465
20.13647,26.97277,13.21445,28.70987,10.96644,38502,11844,30.7620383356709
24.60703,27.38878,3.25807,39.7828,4.96332,11374,4481,39.3968700545103
23.38913,26.47798,10.23633,35.77329,4.12327,16346,5674,34.7118561115869
23.15831,28.51436,5.18922,34.79673,8.34138,26036,8816,33.8608081118451
15.15414,26.40035,31.77595,12.14937,14.52019,17310,7227,41.7504332755633
25.43589,24.53908,5.08468,40.44381,4.49654,26487,11835,44.682296975875
19.22904,30.11668,5.80803,28.23438,16.61187,18331,6052,33.0151110141291
25.47216,23.19693,4.8823,40.37909,6.06952,31216,11110,35.5907227063045
23.72784,26.60092,2.98742,43.49628,3.18754,14192,5057,35.6327508455468
17.59126,26.85638,23.49334,11.94788,20.11114,15200,4659,30.6513157894737
26.62428,25.2629,3.83142,35.86859,8.41281,15514,5419,34.9297408792059
26.74703,28.40909,3.43033,38.73194,2.68161,20940,5559,26.5472779369628
26.88728,24.37217,5.19357,36.8755,6.67148,29158,11546,39.5980519925921
24.72383,21.6202,3.8506,43.2404,6.56497,10459,3591,34.334066354336
23.88146,23.15531,3.34973,42.36941,7.24409,19013,7362,38.720875190659
18.81116,27.07209,7.16964,32.46761,14.4795,41254,9440,22.8826295631939
13.21939,29.5674,22.22866,10.01352,24.97103,17057,4456,26.124171894237
26.13792,21.72341,4.65769,43.08517,4.39581,17449,6311,36.1682617915067
24.96721,19.18921,7.0148,40.92698,7.9018,18040,4852,26.8957871396896
23.5564,21.62142,4.65774,40.89484,9.2696,15621,3743,23.96133410153
19.9591,31.7556,4.90851,31.86151,11.51528,31364,8990,28.6634357862518
23.60753,21.98216,4.59861,42.67592,7.13578,11411,3358,29.4277451581807
26.2369,20.26034,4.57762,43.67506,5.25008,41214,14693,35.6505071092347
18.9711,25.33633,14.3338,28.4892,12.86957,116892,33307,28.4938233583137
18.00401,34.17407,6.90887,28.34989,12.56316,27421,7282,26.5562889756026
22.90507,23.98527,4.20622,41.38298,7.52046,13381,3822,28.5628876765563
26.65586,17.20718,3.50505,46.62592,6.00599,17477,6082,34.8000228872232
12.56082,33.33033,30.44693,8.00144,15.66048,14399,4160,28.8908952010556
25.4791,20.43017,3.77341,43.08938,7.22794,36270,10437,28.7758478081059
16.22319,29.88086,27.31136,11.13582,15.44877,36902,15469,41.9191371741369
18.68798,31.92407,13.52729,23.01823,12.84243,48628,25038,51.4888541580982
19.49087,33.43093,4.71717,28.02245,14.33858,29971,15712,52.4240098762137
19.23559,25.83424,22.89872,11.37409,20.65736,18720,9889,52.8258547008547
29.28999,13.28784,2.49195,51.74053,3.18969,14631,6624,45.2737338527783
24.80895,22.40403,4.61656,39.37337,8.79709,26464,9045,34.1785066505441
28.16589,19.33363,3.35083,43.40267,5.74698,17943,6833,38.0817031711531
14.70108,44.26134,15.23928,12.68414,13.11416,48230,23941,49.6392286958325
17.24788,32.09411,7.00597,26.36576,17.28628,37514,12435,33.147624886709
20.31751,35.79753,8.36448,29.17455,6.34593,28175,15232,54.0621118012422
19.81372,28.92194,7.82635,28.74168,14.69631,25273,9402,37.2017568155739
19.09726,44.47072,7.15207,22.74046,6.53949,22379,10973,49.0325751820904
17.64786,47.41279,6.45603,19.87527,8.60805,18743,10095,53.8601077735688
16.14894,27.12051,7.73298,9.31923,39.67834,5969,2872,48.1152621879712
26.84008,15.42229,3.4816,48.49087,5.76516,17049,7111,41.7091911549064
14.68774,43.96409,9.72023,15.37064,16.2573,23152,11256,48.6178299930892
22.73411,29.26265,4.21345,32.17965,11.61014,10842,5474,50.4888396974728
27.53173,14.88449,5.66158,48.15999,3.76221,12331,5103,41.3835049874301
16.8865,41.76723,7.13226,19.9976,14.21641,31605,14266,45.1384274640089
26.32818,22.27567,4.81594,43.63627,2.94394,22195,15515,69.9031313358865
15.06638,31.73647,26.5475,10.51073,16.13892,14967,7215,48.206053317298
28.32422,18.50628,4.44631,41.95157,6.77162,19272,12538,65.0581154005812
21.94917,23.04272,11.10978,36.00312,7.89521,19520,6846,35.0717213114754
20.81305,31.49586,4.56519,33.36403,9.76187,9301,4578,49.2205139232341
13.82678,35.07642,24.61081,10.44438,16.04161,20895,8087,38.7030390045465
27.93428,19.88064,3.10595,45.43413,3.645,16962,8895,52.440749911567
20.34566,34.31897,4.90271,27.07072,13.36194,20527,12525,61.0171968626687
14.1263,30.04608,18.61253,7.48038,29.73471,54155,22458,41.4698550457022
28.16627,16.85518,5.13178,45.72909,4.11768,20896,14332,68.5872894333844
26.00158,21.9715,5.70071,37.94141,8.3848,15830,8967,56.6456096020215
27.88308,19.71862,3.73232,45.13777,3.52821,14837,5398,36.3820179281526
17.51776,35.74588,7.72014,21.37783,17.63839,18996,7532,39.6504527268899
28.14451,19.7052,3.84393,44.21387,4.09249,20377,14960,73.4161063944643
13.24289,30.35863,22.48347,8.08631,25.8287,318254,124775,39.2061058148523
25.55985,23.85967,5.57001,39.20574,5.80473,18764,13508,71.9889149435088
27.4048,19.53278,3.81822,46.0051,3.2391,11761,7161,60.88767961908
20.96862,32.8981,7.50097,25.6141,13.01821,31338,14231,45.411321718042
27.17751,24.53369,3.93211,40.74945,3.60724,20452,15153,74.0905534911011
23.1506,25.73817,7.81035,32.69129,10.60959,24235,13525,55.8077161130596
22.4746,27.62242,4.26321,31.48043,14.15934,20274,4348,21.4461872348821
15.48477,32.47432,5.01892,29.16742,17.85457,27992,4611,16.472563589597
16.45914,24.20847,26.37258,15.5105,17.44931,24772,7518,30.3487808816406
26.69612,19.39173,6.42059,41.3829,6.10866,9038,3643,40.3075901748174
26.84575,17.68683,3.87632,46.18228,5.40882,12627,5800,45.9333174942583
20.78552,23.4873,8.32598,36.50584,10.89536,25241,5902,23.3825918149043
29.0183,15.60775,4.67583,47.18584,3.51228,20664,7560,36.5853658536585
30.10799,12.1433,3.90728,48.45026,5.39117,12683,4023,31.7196246944729
25.80589,19.80836,4.4242,42.09499,7.86656,19488,6143,31.5219622331691
29.67841,15.77214,4.92811,46.153,3.46834,10477,5424,51.7705450033407
28.17184,13.77946,4.50772,48.79367,4.74731,19987,5206,26.0469305048281
25.38063,21.2214,6.93204,38.1007,8.36523,25717,7880,30.64121009449
25.47637,21.50166,7.98126,39.0468,5.99391,26766,13279,49.6114473585893
30.50581,11.8337,3.35114,52.35103,1.95832,9702,5051,52.0614306328592
27.07617,16.4602,3.37233,47.32163,5.76967,19105,6673,34.9280293116985
29.11266,15.64058,5.34646,44.39183,5.50847,9286,3301,35.5481369804006
24.11202,21.50731,6.94048,34.9555,12.48469,15492,3440,22.2050090369223
29.55518,12.81182,6.34536,47.04125,4.24639,14162,3515,24.8199406863437
22.53009,28.95263,4.04609,38.68374,5.78745,21484,3963,18.4462856078942
24.1055,23.44455,4.90626,42.17985,5.36384,17892,5337,29.8289738430583
17.81207,31.34201,14.48695,25.98325,10.37572,51548,15390,29.8556685031427
17.16008,26.30782,24.55328,19.12788,12.85094,101237,24774,24.4712901409564
26.01104,24.24589,6.69902,32.78618,10.25787,26215,14110,53.8241464810223
21.93874,27.62029,8.52429,20.43074,21.48594,35973,14150,39.3350568481917
12.61592,25.39712,19.54825,10.53163,31.90708,16614,4939,29.7279402913206
27.24213,20.52485,7.65857,32.38718,12.18727,87608,39919,45.5654734727422
15.58732,32.11904,13.14521,16.16824,22.98019,88246,36288,41.1214106021803
24.21528,25.75195,6.84582,28.67235,14.5146,18965,9696,51.1257579752175
22.42633,22.84736,6.26426,31.41291,17.04914,80425,38808,48.2536524712465
12.53745,29.79237,20.61212,10.7008,26.35726,104620,34268,32.7547314089084
23.50993,28.86534,10.75276,22.92936,13.94261,63322,30469,48.1175578787783
17.25492,49.13632,5.34423,19.73684,8.52769,36488,13840,37.9302784477088
12.92649,47.48007,15.25874,5.41943,18.91527,31271,14367,45.9435259505612
27.5991,18.42671,4.95237,36.04425,12.97757,24974,14377,57.5678705854088
17.12492,24.69578,16.30806,17.75654,24.1147,35081,9155,26.0967475271514
16.53745,32.42755,10.34249,22.20173,18.49078,35392,17769,50.2062613019892
12.70621,35.12164,19.39411,10.7507,22.02734,117504,42811,36.4336533224401
13.23625,28.86411,24.64291,6.5131,26.74363,504542,187759,37.2137502923443
18.8286,32.31171,7.99915,20.80119,20.05935,96906,49263,50.83586155656
14.86437,24.57617,24.37031,8.71276,27.47639,25816,12194,47.234273318872
8.89308,42.50583,14.47208,4.60753,29.52148,26867,6376,23.7317154874009
15.87487,37.93936,11.36543,16.17125,18.64909,205827,83413,40.5257813600742
14.7165,35.50896,9.98337,13.98095,25.81022,95987,35693,37.1852438351027
11.77985,32.53943,17.43161,7.37045,30.87866,23192,7412,31.9592963090721
16.04459,37.78731,6.85935,18.42882,20.87993,74270,31965,43.0389120775549
13.29232,22.77758,27.15044,8.62659,28.15307,27888,11295,40.5012908777969
16.38992,43.03134,8.37625,18.62082,13.58167,54038,22919,42.412746585736
15.26257,39.44101,10.35318,13.90327,21.03997,76864,31099,40.4597731057452
14.69343,37.71325,12.36949,10.54196,24.68187,89833,33078,36.8216579653357
15.71231,39.79068,10.63778,16.59377,17.26546,61465,25119,40.8671601724559
15.96021,40.54161,11.16183,14.32373,18.01262,150949,64340,42.6236675963405
12.22381,37.92615,14.77989,8.40804,26.66211,83558,26045,31.1699657722779
12.81394,26.98311,24.8537,5.74757,29.60168,551683,188985,34.2560854693728
12.14345,37.44316,15.16122,7.54444,27.70773,13229,5317,40.1920024189281
14.3366,43.29151,8.08063,14.02898,20.26228,75552,33356,44.1497246929267
13.1201,28.45953,17.15622,7.50653,33.75762,13582,5431,39.9867471653659
14.63836,40.85891,10.60277,10.27075,23.62921,81852,41845,51.122758148854
11.14949,49.90394,8.50906,7.90984,22.52767,103716,40909,39.4432874387751
11.02246,31.79559,20.45697,5.00499,31.71999,254494,103498,40.6681493473324
12.19527,42.87267,11.21506,10.09705,23.61995,67442,31328,46.4517659618635
12.41671,49.14147,8.589,11.24332,18.6095,74337,32628,43.8920053270915
13.49273,43.28087,14.93947,7.73608,20.55085,22611,9362,41.4046260669586
16.39456,40.84269,7.88468,14.95452,19.92355,46232,23819,51.5205917978889
13.1814,39.83468,12.30265,7.26095,27.42032,18307,6942,37.9199213415633
10.9086,54.13829,9.11515,9.0594,16.77856,57421,24811,43.2089305306421
14.41582,43.43249,10.07143,9.43891,22.64135,90902,50123,55.1396008888693
17.93546,37.07956,10.07797,14.50127,20.40574,52038,29736,57.1428571428571
16.84241,40.68808,8.35597,14.28609,19.82745,47414,26305,55.4793942717341
12.89394,29.94671,18.46962,6.29358,32.39615,82740,41819,50.542663766014
13.03183,45.21869,16.75097,6.83725,18.16126,23637,9757,41.2785040402758
13.27236,39.503,11.44588,8.07797,27.70079,107219,49823,46.4684430931085
13.25716,44.43106,13.87735,9.52104,18.91339,215250,91276,42.4046457607433
22.82787,25.07737,8.10159,36.93309,7.06008,55323,14994,27.1026517000163
23.46632,35.33852,6.5263,30.96305,3.70581,20830,10314,49.5151224195871
16.69549,50.36486,9.09943,18.20766,5.63256,38000,12960,34.1052631578947
24.52872,25.07688,8.39164,36.36971,5.63305,25327,8680,34.2717258261934
21.59424,37.90415,8.6218,24.57412,7.30569,23145,9232,39.8876647224022
24.64449,23.43336,7.50181,36.37623,8.04411,19177,9708,50.6231423058873
26.97411,21.84858,5.2231,42.91987,3.03434,34216,20056,58.6158522328735
26.23862,22.1142,6.64363,41.28932,3.71423,34231,11306,33.0285413806199
14.65345,42.81508,15.507,15.2693,11.75517,49653,15371,30.9568404728818
22.39733,27.71251,8.34288,32.67908,8.8682,25469,11141,43.7433742981664
17.78142,33.0408,12.16322,22.17757,14.83699,29324,7402,25.2421224935207
16.67793,41.19664,10.91205,19.92467,11.28871,76146,23519,30.8867176214115
22.63895,29.23041,8.81814,35.56789,3.74461,19372,9691,50.0258104480694
19.68478,37.77451,9.68372,25.78964,7.06735,56909,23941,42.0689170429985
21.59638,28.19287,11.95177,27.37538,10.8836,113614,37158,32.705476437763
30.1465,15.92298,6.02763,42.35245,5.55044,12855,4415,34.3446129910541
27.74051,18.24768,4.72293,46.73286,2.55602,15891,6128,38.5627084513247
23.59479,31.17048,6.98094,29.73236,8.52143,24343,9746,40.0361500225938
18.36893,36.50725,16.19887,20.00034,8.92461,70180,23081,32.888287261328
25.38616,21.91789,6.32788,43.80706,2.56101,18435,8376,45.4353132628153
29.42604,17.98876,6.29468,42.69554,3.59498,15346,7117,46.3769060341457
21.30879,38.74325,6.33674,25.67945,7.93177,23136,8300,35.8748271092669
20.85902,28.22683,11.63671,31.74999,7.52745,53755,18834,35.0367407683006
21.60938,35.86517,9.41466,26.19373,6.91706,86866,33414,38.4661432551286
19.40506,33.59304,9.23115,27.51426,10.25649,74032,19744,26.6695483034364
24.39438,24.43523,8.00887,38.0188,5.14272,19648,7003,35.6423045602606
13.92762,33.70288,26.4612,11.73221,14.17609,338976,102461,30.2266237137733
23.8696,25.83602,9.5327,33.6008,7.16088,68322,30179,44.1717162846521
19.7491,28.43976,16.30584,25.78529,9.72001,88525,35041,39.5831685964417
24.85591,25.12856,6.01208,34.23986,9.76359,33132,14566,43.9635397802728
23.7626,30.42995,7.826,30.35417,7.62728,69472,28163,40.5386342699217
22.04565,29.672,6.92735,37.38798,3.96702,36451,12085,33.1540972812817
27.04045,27.73651,5.5855,34.31094,5.3266,25246,8930,35.3719401093242
25.53665,23.12352,8.95964,38.42128,3.95891,23354,7093,30.3716708058577
25.22829,21.8327,8.13564,36.08039,8.72298,25321,9872,38.9874017613838
19.77125,30.59956,16.49664,22.28683,10.84572,73628,24610,33.4247840495464
18.56987,36.99021,11.07259,22.3695,10.99783,18043,5529,30.643462838774
27.68659,21.9746,5.88265,40.4407,4.01546,21790,8551,39.2427719137219
25.27738,23.97241,8.23225,38.43633,4.08163,19853,8261,41.6108396715862
17.86813,32.83967,13.72519,23.10355,12.46346,32243,11802,36.6032937381757
22.33194,27.18559,8.50434,34.70891,7.26922,35794,12933,36.1317539252389
24.72756,27.11948,6.64607,34.50217,7.00472,39730,19926,50.1535363705009
18.82215,27.14089,18.3395,23.45372,12.24374,120014,39616,33.0094822270735
24.27092,21.02177,10.42371,35.45013,8.83347,23633,13539,57.2885372149114
22.5906,32.09794,7.87494,26.11065,11.32587,42690,17899,41.9278519559616
17.93633,34.33793,11.35307,24.2949,12.07777,75019,29723,39.6206294405417
26.46954,21.68536,6.69864,40.60803,4.53843,28720,12941,45.0591922005571
19.74009,32.39906,8.81899,24.54007,14.50179,37317,13227,35.4449714607284
20.59455,25.71088,10.39372,33.97892,9.32193,60387,23544,38.9885240200705
19.46211,31.9126,7.47389,31.76852,9.38288,20342,7784,38.2656572608396
18.88899,28.46818,12.3154,21.13625,19.19118,184634,79368,42.9866655112276
24.98444,18.09344,8.22617,39.97978,8.71617,44164,17679,40.0303414545784
16.73411,23.42441,22.88493,17.31959,19.63696,184109,76292,41.4384956737585
17.04174,32.88906,13.22238,15.48446,21.36236,108182,52364,48.4036161283763
17.64084,27.91809,12.30731,24.0273,18.10646,75961,25135,33.0893484814576
26.69362,19.05295,6.22473,39.78553,8.24317,72632,34119,46.9751624628263
29.59856,11.44339,5.63825,49.16554,4.15426,24457,8748,35.7689005192787
14.38773,26.761,24.39243,12.72738,21.73146,111524,48078,43.1100032280047
23.03561,24.16009,5.39288,40.30659,7.10483,26345,18563,70.4611880812298
25.01508,21.1338,6.43146,37.61523,9.80443,30406,19341,63.6091560876143
20.11966,29.27124,11.39142,24.85853,14.35915,63129,28223,44.706870059719
20.02778,25.67634,15.13641,27.22499,11.93448,71975,37315,51.844390413338
24.80163,18.73986,5.36857,44.7273,6.36264,40416,29834,73.8173000791766
25.46383,23.22319,7.98258,35.66612,7.66428,29209,14592,49.9572049710706
24.17701,22.33308,11.80124,33.6646,8.02407,32774,10789,32.9193873192165
15.04224,29.61154,18.47122,15.28086,21.59414,175347,58928,33.60650595676
16.25293,28.93748,12.6083,15.41664,26.78465,234409,78566,33.5166311873691
15.91185,29.00431,15.91305,16.16799,23.0028,485912,171152,35.2228387033043
14.04359,25.49109,24.00133,7.21956,29.24443,932831,318746,34.1697477892566
15.08803,46.28983,7.80591,24.30525,6.51098,34959,14791,42.30956263051
16.00839,27.08224,24.82975,11.98533,20.09429,15984,5631,35.228978978979
21.28516,30.90927,8.48099,33.61384,5.71074,103623,49469,47.7394014842265
14.72868,47.18028,9.06352,20.01176,9.01576,36953,17454,47.232971612589
18.65271,40.14211,7.92157,26.77225,6.51136,46875,20503,43.7397333333333
16.09087,29.49744,27.15862,10.09097,17.1621,65317,20718,31.7191542783655
17.94929,28.35251,20.67687,22.88395,10.13738,61882,27548,44.5169839371707
14.11128,47.26166,9.50165,21.36579,7.75962,33565,15233,45.3835840905705
15.51897,37.53531,11.50026,20.28189,15.16357,47094,18300,38.8584533061536
17.329,27.72638,22.50163,14.20195,18.24104,13363,5563,41.6298735313927
18.08855,41.8195,7.28285,25.40044,7.40866,26085,11976,45.9114433582519
15.0037,44.66581,9.36395,20.78595,10.18059,50690,22824,45.0266324718879
13.93519,27.33038,20.86042,9.05634,28.81767,97932,38217,39.0240166646244
